time,fx,fy,fz,tx,ty,tz,vx,vy,vz,travel_mm,pos_x,pos_y,pos_z,phase
0.0000,-0.0416,0.3875,-0.4818,-0.00367,-0.00740,0.00188,-5.00,0.00,0.00,0.0,125.54,633.27,302.35,DESCEND
0.0101,0.0783,-0.0224,0.1181,0.01632,0.00059,-0.00111,-5.00,0.00,0.00,0.0,125.54,633.27,302.35,DESCEND
0.0202,0.1083,0.0575,-0.0318,0.00732,0.00159,-0.00211,-5.00,0.00,0.00,0.0,125.54,633.27,302.34,DESCEND
0.0303,-0.1316,-0.0124,0.3081,-0.00667,0.00259,-0.00011,-5.00,0.00,0.00,0.0,125.54,633.27,302.33,DESCEND
0.0404,-0.0716,0.0275,0.2881,-0.01567,-0.00140,0.00088,-5.00,0.00,0.00,0.0,125.54,633.27,302.32,DESCEND
0.0505,-0.2216,0.3374,0.0281,-0.00667,0.00459,-0.00011,-5.00,0.00,0.00,0.0,125.54,633.27,302.30,DESCEND
0.0607,-0.1016,-0.0324,0.4181,0.00732,0.01659,-0.00311,-5.00,0.00,0.00,0.1,125.54,633.27,302.28,DESCEND
0.0707,-0.0216,0.2975,0.0981,0.00632,0.00859,-0.00111,-5.00,0.00,0.00,0.1,125.54,633.27,302.26,DESCEND
0.0809,0.0483,0.1974,-0.2318,0.00932,-0.00240,-0.00211,-5.00,0.00,0.00,0.1,125.54,633.27,302.23,DESCEND
0.0909,-0.0316,-0.2324,0.0581,-0.00267,-0.00140,-0.00511,-5.00,0.00,0.00,0.1,125.54,633.28,302.20,DESCEND
0.1011,0.2083,0.0275,-0.0618,0.01532,0.00459,-0.00211,-5.00,0.00,0.00,0.2,125.54,633.28,302.16,DESCEND
0.1112,-0.2316,0.1875,-0.0118,0.00232,0.01159,0.00088,-5.00,0.00,0.00,0.2,125.54,633.28,302.13,DESCEND
0.1212,0.0983,-0.1424,0.2581,0.01932,0.00959,-0.00211,-5.00,0.00,0.00,0.3,125.54,633.28,302.08,DESCEND
0.1313,-0.1416,-0.0625,0.2081,0.00832,0.00959,0.00088,-5.00,0.00,0.00,0.3,125.54,633.28,302.04,DESCEND
0.1414,0.0883,-0.2625,0.0381,0.01132,-0.00140,-0.00111,-5.00,0.00,0.00,0.4,125.54,633.28,301.98,DESCEND
0.1515,0.0383,0.1175,-0.0718,-0.00667,-0.00340,-0.00011,-5.00,0.00,0.00,0.4,125.54,633.28,301.94,DESCEND
0.1616,0.1283,-0.3825,0.2381,0.00732,0.01659,-0.00511,-5.00,0.00,0.00,0.5,125.54,633.29,301.88,DESCEND
0.1717,0.0383,0.1775,-0.3218,0.00332,0.01259,0.00288,-5.00,0.00,0.00,0.5,125.54,633.29,301.84,DESCEND
0.1818,0.0283,0.2875,-0.1718,-0.01467,-0.00640,-0.00011,-5.00,0.00,0.00,0.6,125.54,633.29,301.78,DESCEND
0.1919,0.1083,-0.2424,0.2681,0.01632,0.00259,-0.00211,-5.00,0.00,0.00,0.6,125.54,633.29,301.74,DESCEND
0.2020,0.0883,0.1075,0.0281,0.00432,-0.00340,-0.00211,-5.00,0.00,0.00,0.7,125.54,633.29,301.68,DESCEND
0.2121,0.0283,0.0174,-0.2018,0.00832,-0.01040,0.00288,-5.00,0.00,0.00,0.7,125.54,633.30,301.64,DESCEND
0.2222,-0.3716,0.0975,0.0481,-0.01467,-0.00740,-0.00011,-5.00,0.00,0.00,0.8,125.54,633.30,301.58,DESCEND
0.2323,-0.1416,-0.1725,0.2781,0.00932,0.00759,-0.00411,-5.00,0.00,0.00,0.8,125.54,633.30,301.54,DESCEND
0.2424,-0.1016,-0.0724,0.0981,0.02432,0.01959,-0.00011,-5.00,0.00,0.00,0.9,125.54,633.30,301.48,DESCEND
0.2525,0.0783,0.0575,0.3081,0.01232,0.01159,-0.00211,-5.00,0.00,0.00,0.9,125.54,633.30,301.42,DESCEND
0.2626,0.0583,0.1775,-0.0818,0.00432,0.00259,-0.00111,-5.00,0.00,0.00,1.0,125.54,633.31,301.38,DESCEND
0.2726,0.0683,0.1575,0.2081,0.01732,0.00959,0.00288,-5.00,0.00,0.00,1.0,125.54,633.31,301.32,DESCEND
0.2828,0.1783,0.0975,-0.1018,0.00932,0.00559,-0.00411,-5.00,0.00,0.00,1.1,125.54,633.31,301.28,DESCEND
0.2928,0.1283,-0.2925,0.2081,0.02532,0.01759,0.00088,-5.00,0.00,0.00,1.1,125.54,633.31,301.22,DESCEND
0.3030,-0.0916,-0.2825,0.1681,-0.00267,0.01359,-0.00011,-5.00,0.00,0.00,1.2,125.54,633.31,301.18,DESCEND
0.3130,0.1283,0.1675,-0.0518,0.01232,0.00359,-0.00511,-5.00,0.00,0.00,1.2,125.54,633.31,301.12,DESCEND
0.3231,-0.0316,0.1474,-0.1018,0.00732,-0.00440,0.00388,-5.00,0.00,0.00,1.3,125.54,633.32,301.08,DESCEND
0.3332,-0.0916,-0.0224,0.1181,-0.00167,-0.00840,0.00088,-5.00,0.00,0.00,1.3,125.54,633.32,301.02,DESCEND
0.3434,-0.1116,-0.0525,0.2481,0.02632,0.00859,-0.00211,-5.00,0.00,0.00,1.4,125.54,633.32,300.98,DESCEND
0.3535,-0.0816,0.0275,0.0081,0.00232,-0.00440,-0.00211,-5.00,0.00,0.00,1.4,125.54,633.32,300.93,DESCEND
