time,fx,fy,fz,tx,ty,tz,vx,vy,vz,travel_mm,pos_x,pos_y,pos_z
1.0864,0.1906,-0.1215,0.0560,0.00544,-0.00552,0.00171,-5.00,0.00,0.00,5.1,110.83,640.51,297.27
1.0963,0.0306,-0.1415,0.5360,-0.00555,0.00247,0.00371,-5.00,0.00,0.00,5.1,110.83,640.51,297.21
1.1064,0.0506,0.0084,0.2360,-0.00255,-0.00152,0.00471,-5.00,0.00,0.00,5.2,110.83,640.51,297.17
1.1166,0.0506,0.3184,-0.0739,-0.00055,-0.00452,0.00871,-5.00,0.00,0.00,5.2,110.83,640.51,297.11
1.1267,-0.0293,0.0284,-0.1739,0.00244,-0.00952,0.00871,-5.00,0.00,0.00,5.3,110.83,640.52,297.07
1.1367,0.1106,-0.3115,0.2460,-0.00255,-0.01252,0.00271,-5.00,0.00,0.00,5.3,110.83,640.52,297.01
1.1472,0.0106,-0.2815,0.2560,0.00544,0.00547,-0.00128,-5.00,0.00,0.00,5.4,110.83,640.52,296.97
1.1571,-0.2093,0.2784,-0.1939,-0.02255,-0.00052,0.00771,-5.00,0.00,0.00,5.4,110.83,640.52,296.91
1.1670,-0.1193,-0.0215,0.1060,-0.01155,-0.00452,0.00471,-5.00,0.00,0.00,5.5,110.83,640.52,296.87
1.1773,0.1006,-0.0715,0.0860,-0.00355,-0.00552,0.00171,-5.00,0.00,0.00,5.5,110.83,640.53,296.81
1.1876,0.1606,-0.2815,0.3860,0.01144,0.00047,0.00271,-5.00,0.00,0.00,5.6,110.83,640.53,296.75
1.1975,0.1306,0.2084,-0.0539,0.01044,-0.00152,0.00571,-5.00,0.00,0.00,5.6,110.83,640.53,296.71
1.2075,0.2206,-0.1915,0.5060,0.01944,0.00947,0.00071,-5.00,0.00,0.00,5.7,110.83,640.53,296.65
1.2180,-0.0493,-0.2215,0.2260,-0.00855,-0.00952,0.00471,-5.00,0.00,0.00,5.7,110.83,640.53,296.61
1.2281,0.0106,-0.0215,-0.0039,-0.00555,-0.01252,0.00271,-5.00,0.00,0.00,5.8,110.83,640.53,296.55
1.2380,0.1206,0.3684,0.0760,-0.00455,-0.00652,0.00471,-5.00,0.00,0.00,5.8,110.83,640.54,296.51
1.2481,0.0406,-0.1815,0.4860,-0.01055,-0.00052,0.00571,-5.00,0.00,0.00,5.9,110.83,640.54,296.45
1.2586,0.0406,-0.2015,0.2060,-0.00255,-0.00952,-0.00028,-5.00,0.00,0.00,5.9,110.83,640.54,296.41
1.2685,0.1106,-0.2715,0.2760,0.00044,-0.01152,0.00171,-5.00,0.00,0.00,6.0,110.83,640.54,296.35
1.2786,0.0006,-0.0415,-0.0739,0.01244,0.00547,0.00771,-5.00,0.00,0.00,6.0,110.83,640.54,296.31
1.2887,0.0806,0.0684,0.3060,-0.00955,-0.00352,0.00471,-5.00,0.00,0.00,6.1,110.83,640.55,296.25
1.2988,0.1806,-0.2415,0.3360,0.01044,-0.00652,0.00371,-5.00,0.00,0.00,6.1,110.83,640.55,296.21
1.3088,0.2006,-0.1215,0.2660,0.01744,0.00047,0.00371,-5.00,0.00,0.00,6.2,110.83,640.55,296.16
1.3191,0.0306,-0.0515,0.0160,0.00144,-0.00352,0.00271,-5.00,0.00,0.00,6.2,110.83,640.55,296.12
1.3290,0.0806,0.2184,0.2760,-0.00155,0.00147,0.00471,-5.00,0.00,0.00,6.3,110.83,640.55,296.06
1.3396,-0.0793,0.2584,-0.0739,-0.00055,-0.00952,0.00771,-5.00,0.00,0.00,6.3,110.83,640.56,296.00
1.3494,0.1906,0.1684,0.1260,0.02944,0.00247,0.00271,-5.00,0.00,0.00,6.4,110.83,640.56,295.96
1.3595,0.0706,0.1784,-0.0739,0.00044,-0.00852,0.00871,-5.00,0.00,0.00,6.4,110.83,640.56,295.90
1.3698,0.2906,0.0184,0.1460,0.02744,0.00447,0.00271,-5.00,0.00,0.00,6.5,110.83,640.56,295.86
1.3800,0.0606,-0.0915,0.1560,0.01344,0.00147,0.00771,-5.00,0.00,0.00,6.5,110.83,640.56,295.80
1.3899,-0.1093,-0.1815,0.3160,0.00044,0.00447,0.00471,-5.00,0.00,0.00,6.6,110.83,640.56,295.76
1.4002,0.0606,0.0884,0.0960,-0.00255,0.00047,0.00571,-5.00,0.00,0.00,6.6,110.83,640.57,295.70
1.4104,-0.0393,-0.2215,0.3560,0.00544,0.01647,0.00471,-5.00,0.00,0.00,6.7,110.83,640.57,295.66
1.4203,-0.1193,-0.0015,0.4960,-0.00855,0.00147,0.00871,-5.00,0.00,0.00,6.7,110.83,640.57,295.60
1.4304,0.0406,0.2284,0.1760,0.00844,-0.00352,0.00771,-5.00,0.00,0.00,6.8,110.84,640.57,295.56
1.4406,0.0506,0.4284,-0.2839,0.00344,-0.01852,0.00971,-5.00,0.00,0.00,6.8,110.84,640.57,295.50
1.4510,0.1306,-0.0015,0.3560,0.00444,-0.00752,0.00671,-5.00,0.00,0.00,6.9,110.84,640.58,295.46
1.4607,0.1506,-0.0415,0.1360,0.00844,-0.00452,0.00171,-5.00,0.00,0.00,6.9,110.84,640.58,295.40
1.4708,0.0806,-0.1815,0.3660,0.01744,0.00247,0.00171,-5.00,0.00,0.00,7.0,110.84,640.58,295.36
1.4815,-0.0593,-0.2615,0.2460,0.00144,0.00347,0.00271,-5.00,0.00,0.00,7.0,110.84,640.58,295.30
1.4913,-0.1193,-0.0215,0.3460,-0.00655,-0.00052,0.00971,-5.00,0.00,0.00,7.1,110.84,640.58,295.26
1.5013,0.0206,-0.0215,-0.0139,-0.00355,-0.00752,0.00471,-5.00,0.00,0.00,7.1,110.84,640.59,295.20
1.5113,0.0506,0.0584,0.2460,0.00444,-0.00752,0.00871,-5.00,0.00,0.00,7.2,110.84,640.59,295.14
1.5221,-0.0493,-0.7615,0.6160,0.01544,0.01647,-0.00028,-5.00,0.00,0.00,7.2,110.84,640.59,295.10
1.5315,-0.0793,0.3184,-0.0839,-0.01955,-0.02352,0.00971,-5.00,0.00,0.00,7.3,110.84,640.59,295.04
1.5418,-0.0593,0.0184,0.0260,-0.00055,-0.00752,0.00671,-5.00,0.00,0.00,7.3,110.84,640.59,295.00
1.5519,-0.0093,-0.0015,0.2560,-0.01655,-0.01152,0.00471,-5.00,0.00,0.00,7.4,110.84,640.59,294.94
1.5624,0.0906,-0.0615,-0.0039,0.01544,0.00247,0.00371,-5.00,0.00,0.00,7.4,110.84,640.60,294.90
1.5721,0.0806,0.1684,-0.0739,0.00644,0.00247,0.00671,-5.00,0.00,0.00,7.5,110.84,640.60,294.84
1.5823,0.0406,0.0884,0.1460,-0.00255,-0.00952,0.00371,-5.00,0.00,0.00,7.5,110.84,640.60,294.80
1.5926,0.1606,0.1884,-0.0639,-0.00155,-0.00452,0.00571,-5.00,0.00,0.00,7.6,110.84,640.60,294.74
1.6027,0.1506,-0.2915,0.3760,0.01944,0.00647,-0.00128,-5.00,0.00,0.00,7.6,110.84,640.60,294.70
1.6128,0.0606,-0.1615,0.3060,0.01244,0.00147,0.00471,-5.00,0.00,0.00,7.7,110.84,640.61,294.64
1.6227,0.0506,-0.2315,0.2660,0.00644,-0.01152,0.00571,-5.00,0.00,0.00,7.7,110.84,640.61,294.60
1.6329,0.0206,0.0084,0.2360,-0.00855,-0.01052,0.00571,-5.00,0.00,0.00,7.8,110.84,640.61,294.54
1.6430,-0.1093,-0.0715,0.0660,-0.00655,-0.01352,0.00871,-5.00,0.00,0.00,7.8,110.84,640.61,294.50
1.6533,0.2506,-0.1115,0.2860,0.00244,-0.01452,0.00571,-5.00,0.00,0.00,7.9,110.84,640.61,294.44
1.6630,0.2306,-0.0715,0.1460,-0.00555,-0.00852,-0.00028,-5.00,0.00,0.00,7.9,110.84,640.61,294.40
1.6737,0.0706,-0.0715,0.1860,0.02144,-0.00052,0.00571,-5.00,0.00,0.00,8.0,110.84,640.62,294.34
1.6835,0.1106,-0.2215,0.3260,0.01244,0.00947,0.00571,-5.00,0.00,0.00,8.1,110.84,640.62,294.28
1.6935,-0.1193,-0.0815,0.3160,-0.00755,-0.00552,0.00571,-5.00,0.00,0.00,8.1,110.84,640.62,294.24
1.7036,0.0306,-0.1415,0.2160,0.00544,0.00647,0.00571,-5.00,0.00,0.00,8.2,110.84,640.62,294.18
1.7140,0.1906,0.0384,0.1160,0.02044,-0.00552,0.00571,-5.00,0.00,0.00,8.2,110.84,640.62,294.14
1.7239,0.0006,0.2284,-0.0939,-0.00455,-0.01052,0.00971,-5.00,0.00,0.00,8.3,110.84,640.63,294.08
1.7344,-0.0993,-0.1915,0.1560,0.00744,0.00047,0.00371,-5.00,0.00,0.00,8.3,110.84,640.63,294.04
1.7443,-0.0793,0.0384,0.4660,0.00744,0.00747,0.00571,-5.00,0.00,0.00,8.4,110.84,640.63,293.98
1.7543,0.0006,0.0484,0.0260,0.01844,-0.00952,0.01271,-5.00,0.00,0.00,8.4,110.84,640.63,293.94
1.7653,-0.0093,-0.0315,0.1960,0.00144,-0.00452,0.00671,-5.00,0.00,0.00,8.5,110.84,640.63,293.88
1.7746,-0.0193,0.2484,0.0760,0.00344,-0.00252,0.00871,-5.00,0.00,0.00,8.5,110.84,640.64,293.84
1.7848,-0.0693,-0.3415,0.1560,-0.00155,-0.00552,0.00671,-5.00,0.00,0.00,8.6,110.84,640.64,293.78
1.7948,0.1606,0.2684,-0.0639,0.00144,-0.01252,0.00471,-5.00,0.00,0.00,8.6,110.84,640.64,293.74
1.8051,0.2406,-0.2215,0.5660,0.01844,0.00947,0.00371,-5.00,0.00,0.00,8.7,110.84,640.64,293.68
1.8151,0.0906,0.3384,-0.2339,0.00144,-0.01552,0.00871,-5.00,0.00,0.00,8.7,110.84,640.64,293.64
1.8255,-0.0893,0.2184,0.1560,-0.00355,-0.00752,0.00771,-5.00,0.00,0.00,8.8,110.84,640.65,293.58
1.8353,0.1006,0.0784,0.0060,-0.00155,-0.00752,0.00671,-5.00,0.00,0.00,8.8,110.84,640.65,293.54
1.8454,0.0106,-0.1215,0.2560,-0.01755,-0.01552,0.00571,-5.00,0.00,0.00,8.9,110.84,640.65,293.48
1.8555,0.1306,-0.5415,0.4160,0.01744,0.00247,0.00071,-5.00,0.00,0.00,8.9,110.84,640.65,293.42
1.8661,-0.1393,-0.0015,0.2360,0.00844,0.00747,0.00571,-5.00,0.00,0.00,9.0,110.84,640.65,293.38
1.8758,0.1506,-0.3115,0.3660,0.01144,-0.00352,0.00271,-5.00,0.00,0.00,9.0,110.84,640.65,293.32
1.8861,0.0006,-0.1915,0.2360,-0.00855,-0.00552,0.00271,-5.00,0.00,0.00,9.1,110.84,640.66,293.28
1.8964,-0.1093,-0.0915,0.1960,-0.00655,0.00047,0.00571,-5.00,0.00,0.00,9.1,110.84,640.66,293.22
1.9064,0.1506,0.1284,0.2460,-0.00055,-0.00152,0.00571,-5.00,0.00,0.00,9.2,110.84,640.66,293.18
1.9164,0.1806,-0.1315,0.3760,0.00844,-0.00852,0.00671,-5.00,0.00,0.00,9.2,110.84,640.66,293.12
1.9265,-0.0593,0.0884,0.1760,-0.01455,-0.00752,0.00571,-5.00,0.00,0.00,9.3,110.84,640.66,293.08
1.9366,0.0206,0.1184,0.1060,-0.01155,-0.01152,0.00771,-5.00,0.00,0.00,9.3,110.84,640.67,293.02
1.9466,-0.0893,0.2184,-0.3639,-0.00555,-0.01052,0.01071,-5.00,0.00,0.00,9.4,110.84,640.67,292.98
1.9569,0.1906,0.2284,0.1760,0.00144,-0.01652,0.00671,-5.00,0.00,0.00,9.4,110.84,640.67,292.92
1.9667,0.1406,0.0584,0.3560,0.01444,-0.00452,0.00571,-5.00,0.00,0.00,9.5,110.84,640.67,292.88
1.9769,0.2306,-0.2715,0.2760,0.02744,0.00447,0.00071,-5.00,0.00,0.00,9.5,110.84,640.67,292.82
1.9871,-0.0393,0.1584,0.0460,0.00944,-0.00052,0.00671,-5.00,0.00,0.00,9.6,110.84,640.67,292.78
1.9971,-0.0093,-0.2415,0.5360,0.00144,0.00747,0.00371,-5.00,0.00,0.00,9.6,110.84,640.68,292.72
2.0073,0.1006,-0.1415,0.2760,0.01744,-0.00752,0.00371,-5.00,0.00,0.00,9.7,110.85,640.68,292.66
2.0173,-0.1993,0.1784,-0.0039,-0.00555,-0.00552,0.01071,-5.00,0.00,0.00,9.7,110.85,640.68,292.62
2.0274,0.0106,-0.0715,0.2360,0.00944,0.00347,0.00571,-5.00,0.00,0.00,9.8,110.85,640.68,292.56
2.0379,-0.1093,0.1384,0.0460,-0.01255,-0.01252,0.00671,-5.00,0.00,0.00,9.8,110.85,640.68,292.52
2.0478,-0.1893,0.1284,0.2560,-0.00855,-0.00652,0.00571,-5.00,0.00,0.00,9.9,110.85,640.69,292.46
2.0580,-0.0993,0.1884,0.1960,0.00344,0.00347,0.00771,-5.00,0.00,0.00,9.9,110.85,640.69,292.42
2.0680,0.1406,0.2684,0.1260,0.00144,-0.00452,0.00571,-5.00,0.00,0.00,10.0,110.85,640.69,292.36
2.0781,0.0106,0.6784,-0.3939,-0.00155,-0.01352,0.01171,-5.00,0.00,0.00,10.0,110.85,640.69,292.32
2.0884,0.1006,-0.0415,0.3660,-0.00055,-0.00652,0.00771,-5.00,0.00,0.00,10.1,110.85,640.69,292.26
2.0984,-0.1593,0.2884,-0.0539,-0.00555,-0.00952,0.01171,-5.00,0.00,0.00,10.1,110.85,640.70,292.22
2.1084,0.0106,0.2484,-0.2239,0.00644,-0.00952,0.00771,-5.00,0.00,0.00,10.2,110.85,640.70,292.16
