time,fx,fy,fz,tx,ty,tz,vx,vy,vz,travel_mm,pos_x,pos_y,pos_z,phase
0.0000,-0.1601,0.1662,-0.0015,-0.01125,0.00279,0.00448,-5.00,0.00,0.00,0.0,125.61,633.28,302.47,DESCEND
0.0101,0.0298,0.1362,-0.0715,0.00474,-0.00020,0.00048,-5.00,0.00,0.00,0.0,125.61,633.28,302.46,DESCEND
0.0203,-0.3001,0.1262,0.0684,-0.00825,0.00979,0.00048,-5.00,0.00,0.00,0.0,125.61,633.28,302.46,DESCEND
0.0304,-0.1101,0.0662,0.3784,0.00274,0.01379,-0.00051,-5.00,0.00,0.00,0.0,125.61,633.28,302.45,DESCEND
0.0405,0.0598,-0.1937,0.3384,0.01374,0.01679,-0.00251,-5.00,0.00,0.00,0.0,125.61,633.28,302.43,DESCEND
0.0506,-0.1801,0.1062,-0.1015,-0.01825,-0.00920,0.00148,-5.00,0.00,0.00,0.0,125.61,633.29,302.42,DESCEND
0.0607,-0.0101,-0.0137,-0.0415,0.01674,0.01079,-0.00251,-5.00,0.00,0.00,0.1,125.61,633.29,302.40,DESCEND
0.0708,0.0598,0.3262,0.1384,0.00874,-0.00020,0.00048,-5.00,0.00,0.00,0.1,125.61,633.29,302.38,DESCEND
0.0809,-0.0001,-0.0337,-0.2415,0.00574,-0.00520,0.00048,-5.00,0.00,0.00,0.1,125.61,633.29,302.34,DESCEND
0.0910,-0.0201,-0.0637,0.1184,0.00374,0.00079,0.00248,-5.00,0.00,0.00,0.2,125.61,633.29,302.30,DESCEND
0.1011,-0.0101,0.1762,-0.1515,0.00074,-0.00220,-0.00051,-5.00,0.00,0.00,0.2,125.61,633.29,302.28,DESCEND
0.1112,0.0298,0.5662,0.0884,-0.00825,-0.00620,0.00048,-5.00,0.00,0.00,0.2,125.61,633.29,302.23,DESCEND
0.1213,0.1498,0.0662,0.1684,0.01474,0.00979,-0.00251,-5.00,0.00,0.00,0.3,125.61,633.29,302.19,DESCEND
0.1315,0.1898,0.3362,0.1584,0.00274,0.00079,0.00348,-5.00,0.00,0.00,0.3,125.61,633.30,302.14,DESCEND
0.1416,-0.1501,-0.0037,0.2384,0.00574,0.02279,0.00048,-5.00,0.00,0.00,0.4,125.61,633.30,302.10,DESCEND
0.1517,0.3198,0.0262,-0.1115,0.01374,0.00379,-0.00151,-5.00,0.00,0.00,0.4,125.61,633.30,302.04,DESCEND
0.1618,0.1598,-0.1937,0.2584,0.00174,0.01279,-0.00051,-5.00,0.00,0.00,0.5,125.61,633.30,302.00,DESCEND
0.1719,-0.0701,0.1262,0.0084,-0.00525,0.00579,-0.00151,-5.00,0.00,0.00,0.5,125.61,633.30,301.94,DESCEND
0.1820,-0.1901,0.1862,-0.2415,-0.01925,-0.00320,0.00348,-5.00,0.00,0.00,0.6,125.61,633.30,301.90,DESCEND
0.1922,-0.2101,0.0962,0.0684,-0.00525,-0.00120,-0.00051,-5.00,0.00,0.00,0.6,125.61,633.31,301.84,DESCEND
0.2023,-0.1201,-0.1337,0.0984,-0.01225,-0.00520,-0.00251,-5.00,0.00,0.00,0.7,125.61,633.31,301.80,DESCEND
0.2125,-0.1001,0.2262,0.1184,0.01574,0.00979,0.00148,-5.00,0.00,0.00,0.7,125.61,633.31,301.74,DESCEND
0.2226,-0.1701,0.1662,0.0184,0.00974,0.00579,-0.00051,-5.00,0.00,0.00,0.8,125.61,633.31,301.70,DESCEND
0.2327,0.0598,0.1362,-0.2415,0.01274,-0.00320,0.00248,-5.00,0.00,0.00,0.8,125.61,633.31,301.64,DESCEND
0.2428,-0.1601,-0.1137,0.2384,0.00674,0.00679,0.00248,-5.00,0.00,0.00,0.9,125.61,633.32,301.60,DESCEND
0.2529,-0.0201,0.1562,0.0784,0.01774,0.00379,0.00048,-5.00,0.00,0.00,0.9,125.61,633.32,301.54,DESCEND
0.2630,-0.2601,0.2062,-0.2615,-0.02025,-0.00820,0.00348,-5.00,0.00,0.00,1.0,125.61,633.32,301.48,DESCEND
0.2731,0.0398,0.0962,0.0284,0.00974,0.00379,0.00148,-5.00,0.00,0.00,1.0,125.61,633.32,301.44,DESCEND
0.2832,0.1398,-0.1037,0.1984,0.02774,0.01879,0.00148,-5.00,0.00,0.00,1.1,125.61,633.32,301.38,DESCEND
0.2934,0.1098,-0.1437,0.1184,-0.00025,0.00179,0.00048,-5.00,0.00,0.00,1.1,125.61,633.33,301.34,DESCEND
0.3035,-0.0501,0.2362,-0.1115,0.00274,-0.00820,0.00348,-5.00,0.00,0.00,1.2,125.61,633.33,301.28,DESCEND
0.3136,0.0598,0.0562,-0.2715,0.00474,-0.01520,0.00148,-5.00,0.00,0.00,1.2,125.61,633.33,301.24,DESCEND
0.3237,-0.3701,-0.0137,-0.0315,-0.00725,-0.00120,0.00148,-5.00,0.00,0.00,1.3,125.61,633.33,301.18,DESCEND
0.3338,-0.1101,0.0162,-0.1415,-0.00525,-0.00320,-0.00051,-5.00,0.00,0.00,1.3,125.61,633.33,301.14,DESCEND
0.3439,-0.3801,-0.0137,0.1484,-0.01625,0.00179,-0.00251,-5.00,0.00,0.00,1.4,125.61,633.33,301.08,DESCEND
0.3540,-0.1501,0.0262,-0.0015,0.01074,0.00879,-0.00051,-5.00,0.00,0.00,1.4,125.61,633.34,301.04,DESCEND
0.3642,-0.0301,0.5462,-0.0715,-0.00025,0.00479,0.00348,-5.00,0.00,0.00,1.5,125.61,633.34,300.98,DESCEND
0.3743,-0.0901,0.2162,0.2284,0.01174,0.01879,0.00248,-5.00,0.00,0.00,1.5,125.61,633.34,300.94,DESCEND
0.3844,0.0998,0.2562,-0.3315,-0.01125,-0.00920,0.00048,-5.00,0.00,0.00,1.6,125.61,633.34,300.88,DESCEND
0.3945,-0.0301,-0.0337,0.2884,0.01474,0.01279,0.00148,-5.00,0.00,0.00,1.6,125.61,633.34,300.84,DESCEND
0.4046,0.1398,-0.0037,0.1884,0.01574,0.01779,0.00048,-5.00,0.00,0.00,1.7,125.61,633.35,300.78,DESCEND
0.4147,-0.0001,0.1662,0.0584,-0.00225,-0.00520,0.00548,-5.00,0.00,0.00,1.7,125.61,633.35,300.74,DESCEND
0.4248,-0.0201,-0.0337,0.0584,0.00574,-0.00320,0.00248,-5.00,0.00,0.00,1.8,125.61,633.35,300.68,DESCEND
