time,fx,fy,fz,tx,ty,tz,vx,vy,vz,travel_mm,pos_x,pos_y,pos_z,phase
0.0000,-0.0457,0.3775,-0.3742,-0.01013,-0.00653,0.00331,-5.00,0.00,0.00,0.0,125.69,633.25,302.52,DESCEND
0.0102,-0.0057,0.2075,0.1257,-0.01713,-0.00253,0.00231,-5.00,0.00,0.00,0.0,125.69,633.25,302.52,DESCEND
0.0203,-0.0657,0.4575,-0.2442,-0.00413,-0.00553,0.00431,-5.00,0.00,0.00,0.0,125.69,633.25,302.51,DESCEND
0.0304,0.2042,0.1675,-0.5142,-0.01913,-0.03053,0.00631,-5.00,0.00,0.00,0.0,125.69,633.26,302.50,DESCEND
0.0405,0.0942,0.1175,0.0557,-0.00513,-0.00553,0.00131,-5.00,0.00,0.00,0.0,125.69,633.26,302.49,DESCEND
0.0506,0.0142,0.1175,-0.2942,-0.01513,-0.01153,-0.00168,-5.00,0.00,0.00,0.0,125.69,633.26,302.48,DESCEND
0.0607,0.1242,0.1075,-0.0042,-0.01113,-0.00953,0.00031,-5.00,0.00,0.00,0.1,125.69,633.26,302.45,DESCEND
0.0708,0.1842,0.1475,-0.2142,0.01086,-0.00053,0.00431,-5.00,0.00,0.00,0.1,125.69,633.26,302.43,DESCEND
0.0809,0.0642,-0.1424,-0.0542,-0.02313,-0.01053,0.00031,-5.00,0.00,0.00,0.1,125.69,633.26,302.40,DESCEND
0.0910,-0.0457,0.3575,-0.4942,-0.01713,-0.01553,0.00631,-5.00,0.00,0.00,0.1,125.69,633.26,302.38,DESCEND
0.1011,-0.0657,0.0475,-0.3142,0.00986,0.00246,0.00331,-5.00,0.00,0.00,0.2,125.69,633.26,302.33,DESCEND
0.1112,-0.0257,0.2475,-0.2342,-0.01013,-0.00853,0.00031,-5.00,0.00,0.00,0.2,125.69,633.26,302.30,DESCEND
0.1213,0.1642,-0.1424,0.2357,-0.00113,0.00646,0.00131,-5.00,0.00,0.00,0.3,125.69,633.26,302.25,DESCEND
0.1314,0.2642,-0.1224,-0.0942,0.00786,-0.00253,0.00031,-5.00,0.00,0.00,0.3,125.69,633.27,302.22,DESCEND
0.1415,0.1142,-0.0424,-0.0642,-0.01413,-0.00653,-0.00068,-5.00,0.00,0.00,0.4,125.69,633.27,302.16,DESCEND
0.1516,-0.3057,0.2375,-0.2342,-0.03013,-0.00553,0.00331,-5.00,0.00,0.00,0.4,125.69,633.27,302.12,DESCEND
0.1617,0.0642,-0.0424,-0.1542,-0.00913,0.00946,0.00431,-5.00,0.00,0.00,0.5,125.69,633.27,302.06,DESCEND
0.1718,0.2342,0.1075,-0.2942,-0.01313,-0.00553,0.00731,-5.00,0.00,0.00,0.5,125.69,633.27,302.02,DESCEND
0.1819,0.1542,0.3375,-0.3942,0.00786,-0.00253,0.00631,-5.00,0.00,0.00,0.6,125.69,633.28,301.96,DESCEND
0.1921,-0.1557,0.6275,-0.3642,-0.02613,-0.01453,0.00431,-5.00,0.00,0.00,0.6,125.69,633.28,301.90,DESCEND
0.2022,0.0642,0.3575,-0.3742,-0.00313,-0.01953,0.00431,-5.00,0.00,0.00,0.7,125.69,633.28,301.86,DESCEND
0.2123,-0.0757,0.0275,-0.1542,-0.01013,-0.01953,0.00231,-5.00,0.00,0.00,0.7,125.69,633.28,301.80,DESCEND
0.2224,-0.0957,0.3875,-0.3742,-0.02413,-0.01953,0.00531,-5.00,0.00,0.00,0.8,125.69,633.28,301.76,DESCEND
0.2325,-0.1757,-0.0224,-0.1242,-0.01913,-0.01653,-0.00168,-5.00,0.00,0.00,0.8,125.69,633.28,301.70,DESCEND
0.2426,-0.0757,0.1175,-0.2142,-0.01113,-0.01553,0.00431,-5.00,0.00,0.00,0.9,125.69,633.29,301.66,DESCEND
0.2527,-0.0257,0.0775,0.0157,-0.00113,0.00246,-0.00468,-5.00,0.00,0.00,0.9,125.69,633.29,301.60,DESCEND
0.2628,0.0242,0.2975,-0.2842,-0.02113,-0.01053,0.00431,-5.00,0.00,0.00,1.0,125.69,633.29,301.56,DESCEND
0.2729,0.1042,0.2175,-0.2742,-0.00713,-0.00153,0.00331,-5.00,0.00,0.00,1.0,125.69,633.29,301.50,DESCEND
0.2830,0.2142,-0.2224,0.1657,0.00286,0.00046,-0.00468,-5.00,0.00,0.00,1.1,125.69,633.29,301.46,DESCEND
0.2930,0.1642,0.0675,-0.2742,-0.00413,-0.00453,0.00131,-5.00,0.00,0.00,1.1,125.69,633.30,301.40,DESCEND
0.3031,-0.0757,0.2175,-0.1742,-0.00913,0.00046,0.00431,-5.00,0.00,0.00,1.2,125.69,633.30,301.36,DESCEND
0.3133,0.0342,0.3175,-0.2242,-0.01113,-0.01353,0.00531,-5.00,0.00,0.00,1.2,125.69,633.30,301.30,DESCEND
0.3234,-0.1257,0.0675,-0.1142,-0.02013,-0.01853,0.00431,-5.00,0.00,0.00,1.3,125.69,633.30,301.26,DESCEND
0.3334,-0.1557,-0.1424,0.3057,-0.01113,-0.00453,0.00031,-5.00,0.00,0.00,1.3,125.69,633.30,301.20,DESCEND
0.3435,0.0342,0.1375,-0.1242,-0.00513,-0.00853,0.00331,-5.00,0.00,0.00,1.4,125.69,633.30,301.16,DESCEND
0.3537,0.1442,-0.1324,-0.0542,-0.00013,-0.01053,0.00131,-5.00,0.00,0.00,1.4,125.69,633.31,301.10,DESCEND
0.3637,0.0442,-0.0224,-0.2942,-0.00913,-0.01153,-0.00168,-5.00,0.00,0.00,1.5,125.69,633.31,301.06,DESCEND
0.3738,-0.1457,0.1375,0.1057,-0.02413,-0.01053,0.00131,-5.00,0.00,0.00,1.5,125.69,633.31,301.00,DESCEND
0.3839,0.0742,-0.4624,0.1257,0.00486,-0.00253,-0.00068,-5.00,0.00,0.00,1.6,125.69,633.31,300.96,DESCEND
