time,fx,fy,fz,tx,ty,tz,vx,vy,vz,travel_mm,pos_x,pos_y,pos_z
0.7324,-0.1705,-0.3752,0.4494,0.00415,0.02163,-0.00314,-5.00,0.00,0.00,3.3,102.92,650.43,298.97
0.7424,0.2294,0.1147,-0.2405,0.00415,-0.00536,0.00185,-5.00,0.00,0.00,3.4,102.92,650.43,298.91
0.7531,-0.1305,-0.1452,0.1194,0.00315,0.00563,0.00185,-5.00,0.00,0.00,3.4,102.92,650.44,298.87
0.7628,0.0394,-0.3552,0.3494,0.02015,0.00663,-0.00314,-5.00,0.00,0.00,3.5,102.92,650.44,298.81
0.7731,-0.0105,-0.1552,0.0494,0.00815,0.00263,0.00185,-5.00,0.00,0.00,3.5,102.92,650.44,298.77
0.7830,0.0594,-0.1252,0.1794,0.00515,-0.00936,0.00185,-5.00,0.00,0.00,3.6,102.92,650.44,298.71
0.7933,-0.0405,-0.1052,0.4394,0.01615,0.01163,0.00085,-5.00,0.00,0.00,3.6,102.92,650.44,298.67
0.8032,-0.1005,-0.1852,0.4094,0.02115,0.01763,-0.00414,-5.00,0.00,0.00,3.7,102.92,650.44,298.61
0.8135,-0.0205,-0.1252,0.1394,0.01015,0.00663,-0.00414,-5.00,0.00,0.00,3.7,102.92,650.45,298.57
0.8236,0.0594,-0.0052,0.1494,0.01315,0.00663,-0.00214,-5.00,0.00,0.00,3.8,102.92,650.45,298.51
0.8337,0.2094,-0.0452,0.2094,0.01815,0.01063,-0.00014,-5.00,0.00,0.00,3.8,102.92,650.45,298.47
0.8438,-0.1405,-0.0352,0.1994,-0.01084,-0.00036,-0.00214,-5.00,0.00,0.00,3.9,102.92,650.45,298.41
0.8541,-0.0205,-0.5952,0.3594,0.00915,0.01163,-0.00014,-5.00,0.00,0.00,3.9,102.92,650.45,298.37
0.8639,0.0594,-0.0252,0.1994,0.01915,0.00763,-0.00014,-5.00,0.00,0.00,4.0,102.92,650.46,298.31
0.8736,-0.0505,-0.0052,-0.2005,0.01515,0.00263,0.00385,-5.00,0.00,0.00,4.0,102.92,650.46,298.27
0.8842,-0.1405,-0.6452,0.4794,0.00915,0.01163,-0.00314,-5.00,0.00,0.00,4.1,102.92,650.46,298.21
0.8943,-0.0305,-0.3852,0.1794,0.02115,0.01163,-0.00014,-5.00,0.00,0.00,4.1,102.92,650.46,298.15
0.9043,-0.3005,-0.0952,0.1494,0.00115,0.00763,0.00285,-5.00,0.00,0.00,4.2,102.92,650.46,298.11
0.9144,-0.0705,-0.3052,0.0894,0.00815,-0.00236,0.00085,-5.00,0.00,0.00,4.2,102.93,650.47,298.05
0.9249,0.0294,-0.2552,0.3294,0.01615,0.00963,-0.00314,-5.00,0.00,0.00,4.3,102.93,650.47,298.01
0.9348,-0.2105,-0.0952,0.3994,0.00115,0.00563,0.00485,-5.00,0.00,0.00,4.3,102.93,650.47,297.95
0.9448,-0.1305,-0.0452,0.0194,0.01115,0.00763,0.00285,-5.00,0.00,0.00,4.4,102.93,650.47,297.91
0.9554,-0.0205,-0.1952,0.1894,0.01415,0.00563,0.00085,-5.00,0.00,0.00,4.4,102.93,650.47,297.85
0.9651,0.1594,-0.0852,0.1194,0.00215,-0.00636,0.00085,-5.00,0.00,0.00,4.5,102.93,650.47,297.81
0.9754,-0.2705,0.1747,-0.2005,-0.01684,-0.01236,0.00385,-5.00,0.00,0.00,4.5,102.93,650.48,297.75
0.9855,-0.0605,0.0247,0.0594,0.01515,0.00463,-0.00114,-5.00,0.00,0.00,4.6,102.93,650.48,297.71
0.9954,-0.1905,-0.0452,0.4394,-0.01084,0.00863,0.00385,-5.00,0.00,0.00,4.6,102.93,650.48,297.65
1.0056,-0.1105,-0.0552,0.1694,-0.00284,-0.00236,0.00185,-5.00,0.00,0.00,4.7,102.93,650.48,297.61
1.0156,-0.1205,-0.0552,0.1394,0.01315,0.00963,-0.00114,-5.00,0.00,0.00,4.7,102.93,650.48,297.55
1.0258,-0.0005,0.0247,0.2994,0.01715,0.01263,-0.00014,-5.00,0.00,0.00,4.8,102.93,650.49,297.51
1.0359,-0.0205,-0.2352,0.3694,0.01215,0.00863,0.00185,-5.00,0.00,0.00,4.8,102.93,650.49,297.45
1.0460,0.1194,-0.2252,0.3294,0.00415,-0.00236,0.00085,-5.00,0.00,0.00,4.9,102.93,650.49,297.41
1.0562,-0.0005,-0.2252,0.3094,0.00915,0.00763,0.00085,-5.00,0.00,0.00,4.9,102.93,650.49,297.35
1.0662,0.0094,-0.0952,0.3494,0.01515,0.00963,0.00185,-5.00,0.00,0.00,5.0,102.93,650.49,297.29
1.0762,-0.1505,-0.2352,0.3494,0.00715,0.01263,0.00085,-5.00,0.00,0.00,5.0,102.93,650.50,297.25
1.0864,-0.1005,-0.5152,0.5094,0.00615,0.00663,-0.00414,-5.00,0.00,0.00,5.1,102.93,650.50,297.19
1.0966,-0.0605,-0.2252,0.1594,0.01415,0.00763,-0.00014,-5.00,0.00,0.00,5.1,102.93,650.50,297.15
1.1066,-0.1705,0.1247,-0.2005,-0.00584,-0.00336,0.00285,-5.00,0.00,0.00,5.2,102.93,650.50,297.09
1.1167,-0.0805,-0.0252,0.2994,0.00615,0.00963,0.00485,-5.00,0.00,0.00,5.2,102.93,650.50,297.05
1.1269,-0.2005,-0.1652,0.2094,0.01415,0.01563,0.00285,-5.00,0.00,0.00,5.3,102.93,650.51,296.99
1.1368,-0.2805,0.0647,0.0094,0.00415,0.00663,0.00185,-5.00,0.00,0.00,5.3,102.93,650.51,296.95
1.1472,-0.1605,-0.4252,0.4194,0.00515,0.00663,-0.00214,-5.00,0.00,0.00,5.4,102.93,650.51,296.89
1.1576,-0.0305,-0.2352,0.1794,0.01315,0.00463,-0.00014,-5.00,0.00,0.00,5.4,102.93,650.51,296.85
1.1676,-0.0605,-0.1252,-0.0905,0.00915,-0.01236,0.00285,-5.00,0.00,0.00,5.5,102.93,650.51,296.79
1.1775,-0.1605,-0.4352,0.3894,-0.00284,0.00263,-0.00114,-5.00,0.00,0.00,5.5,102.93,650.51,296.75
1.1876,-0.2005,0.0447,0.0994,-0.00184,0.00563,0.00085,-5.00,0.00,0.00,5.6,102.93,650.52,296.69
1.1981,-0.0705,-0.2452,0.1894,0.00015,0.00363,0.00185,-5.00,0.00,0.00,5.6,102.93,650.52,296.65
1.2080,-0.1905,-0.0352,0.1094,-0.00584,0.00063,0.00385,-5.00,0.00,0.00,5.7,102.93,650.52,296.59
1.2180,-0.2205,-0.0552,0.1594,-0.00484,0.00463,-0.00014,-5.00,0.00,0.00,5.8,102.93,650.52,296.53
1.2286,-0.0705,-0.0152,-0.0005,0.01115,0.00163,0.00285,-5.00,0.00,0.00,5.8,102.93,650.52,296.49
1.2382,-0.0105,-0.0152,0.0494,0.01215,0.00663,0.00485,-5.00,0.00,0.00,5.9,102.93,650.53,296.43
1.2485,-0.1105,-0.2252,0.1194,-0.00084,0.00163,0.00085,-5.00,0.00,0.00,5.9,102.93,650.53,296.39
1.2588,0.0294,-0.0052,0.1194,0.00215,-0.00336,-0.00114,-5.00,0.00,0.00,6.0,102.93,650.53,296.33
1.2692,0.0394,0.2147,-0.1905,-0.00284,-0.00636,0.00485,-5.00,0.00,0.00,6.0,102.93,650.53,296.29
1.2788,-0.1805,-0.2052,0.3294,-0.00184,0.00163,0.00285,-5.00,0.00,0.00,6.1,102.93,650.53,296.23
1.2891,-0.1305,-0.2952,0.0494,0.00015,-0.00036,0.00185,-5.00,0.00,0.00,6.1,102.93,650.53,296.19
1.2989,0.0994,-0.5052,0.6894,0.01815,0.01563,-0.00514,-5.00,0.00,0.00,6.2,102.93,650.54,296.13
1.3093,-0.0505,-0.2552,0.2294,-0.00884,-0.00536,-0.00014,-5.00,0.00,0.00,6.2,102.93,650.54,296.09
1.3193,-0.1105,-0.1252,0.1194,0.00515,0.00663,-0.00214,-5.00,0.00,0.00,6.3,102.93,650.54,296.03
1.3300,-0.0605,-0.2852,0.4594,0.00515,0.00863,-0.00014,-5.00,0.00,0.00,6.3,102.93,650.54,295.99
1.3398,0.0494,-0.1752,0.2194,0.01815,0.00663,0.00185,-5.00,0.00,0.00,6.4,102.93,650.54,295.93
1.3497,-0.3505,-0.1552,0.3094,-0.00384,0.00663,0.00085,-5.00,0.00,0.00,6.4,102.93,650.55,295.89
1.3600,-0.1505,-0.1152,-0.2905,0.00615,0.00563,0.00185,-5.00,0.00,0.00,6.5,102.93,650.55,295.83
1.3700,-0.0405,-0.2052,0.2994,-0.00384,-0.00036,-0.00014,-5.00,0.00,0.00,6.5,102.93,650.55,295.79
1.3804,-0.0205,-0.0052,-0.0305,0.01215,-0.00436,0.00285,-5.00,0.00,0.00,6.6,102.93,650.55,295.73
1.3903,-0.1205,-0.4952,0.3794,0.00015,-0.00136,0.00185,-5.00,0.00,0.00,6.6,102.93,650.55,295.67
1.4004,-0.1605,-0.3252,0.1094,-0.00084,0.01263,-0.00014,-5.00,0.00,0.00,6.7,102.93,650.56,295.63
1.4111,-0.0005,-0.1352,0.0594,0.00715,0.00763,0.00085,-5.00,0.00,0.00,6.7,102.93,650.56,295.57
1.4209,-0.1305,0.1147,-0.0405,0.00715,0.00063,0.00385,-5.00,0.00,0.00,6.8,102.93,650.56,295.53
1.4307,-0.0205,-0.2952,0.3994,0.01015,0.00763,0.00085,-5.00,0.00,0.00,6.8,102.93,650.56,295.47
1.4410,-0.0505,-0.1252,0.2194,0.00115,-0.00336,0.00085,-5.00,0.00,0.00,6.9,102.93,650.56,295.43
1.4514,-0.1205,-0.1752,-0.0605,0.00815,0.00463,0.00485,-5.00,0.00,0.00,6.9,102.93,650.57,295.37
1.4614,-0.0905,-0.2952,0.2594,0.01215,0.00063,0.00485,-5.00,0.00,0.00,7.0,102.94,650.57,295.33
1.4723,-0.1205,0.0847,0.0094,-0.00084,-0.00536,0.00485,-5.00,0.00,0.00,7.0,102.94,650.57,295.27
1.4815,0.2094,-0.3852,0.1994,0.01215,-0.00536,0.00285,-5.00,0.00,0.00,7.1,102.94,650.57,295.23
1.4919,-0.0205,-0.0852,-0.1605,0.00115,-0.00436,0.00485,-5.00,0.00,0.00,7.1,102.94,650.57,295.17
1.5016,0.0194,0.0247,0.0294,0.01515,0.00263,0.00085,-5.00,0.00,0.00,7.2,102.94,650.57,295.13
1.5119,-0.0305,-0.0252,0.1694,0.01815,0.01263,0.00085,-5.00,0.00,0.00,7.2,102.94,650.58,295.07
1.5221,-0.2305,-0.1352,-0.0805,-0.00184,0.00163,0.00085,-5.00,0.00,0.00,7.3,102.94,650.58,295.03
1.5322,-0.0805,-0.0052,-0.1105,-0.00284,-0.00636,0.00085,-5.00,0.00,0.00,7.3,102.94,650.58,294.97
1.5420,0.0294,0.0747,0.1594,0.01315,0.00463,0.00585,-5.00,0.00,0.00,7.4,102.94,650.58,294.91
1.5522,-0.0805,-0.0752,0.1894,0.00615,0.00163,-0.00014,-5.00,0.00,0.00,7.4,102.94,650.58,294.87
1.5629,-0.2005,-0.0752,0.1894,0.00515,0.00763,-0.00014,-5.00,0.00,0.00,7.5,102.94,650.59,294.81
1.5724,-0.2305,-0.2152,0.3294,0.00715,0.01063,0.00185,-5.00,0.00,0.00,7.5,102.94,650.59,294.77
1.5826,0.0294,-0.2352,0.3294,0.01415,0.00663,0.00085,-5.00,0.00,0.00,7.6,102.94,650.59,294.71
1.5927,0.0094,-0.1652,0.4594,0.02015,0.01163,-0.00014,-5.00,0.00,0.00,7.6,102.94,650.59,294.67
1.6031,-0.2105,-0.2252,0.4594,0.01615,0.02163,0.00285,-5.00,0.00,0.00,7.7,102.94,650.59,294.61
1.6130,0.0594,0.1047,-0.0405,0.01115,-0.00136,0.00785,-5.00,0.00,0.00,7.7,102.94,650.60,294.57
1.6231,-0.0505,-0.0652,0.0894,0.00615,0.00163,0.00385,-5.00,0.00,0.00,7.8,102.94,650.60,294.51
1.6332,-0.0605,-0.2952,0.2694,0.00715,0.00563,0.00085,-5.00,0.00,0.00,7.8,102.94,650.60,294.47
1.6438,-0.2405,-0.1052,0.0094,0.00315,-0.00436,0.00385,-5.00,0.00,0.00,7.9,102.94,650.60,294.41
1.6534,-0.2205,0.0647,-0.1405,-0.00584,0.00563,0.00085,-5.00,0.00,0.00,7.9,102.94,650.60,294.37
1.6635,-0.0205,0.1247,0.0394,-0.00584,-0.00136,0.00085,-5.00,0.00,0.00,8.0,102.94,650.60,294.31
1.6742,-0.1605,-0.0652,0.2894,0.01515,0.00763,0.00085,-5.00,0.00,0.00,8.0,102.94,650.61,294.27
1.6838,-0.0105,0.1547,-0.1005,0.00615,-0.00036,0.00185,-5.00,0.00,0.00,8.1,102.94,650.61,294.21
1.6937,0.0294,-0.2552,0.2394,0.00915,0.00863,0.00085,-5.00,0.00,0.00,8.1,102.94,650.61,294.17
1.7040,-0.0705,-0.2952,0.3194,0.01715,0.01663,-0.00014,-5.00,0.00,0.00,8.2,102.94,650.61,294.11
1.7147,-0.2505,-0.4752,0.5894,0.00715,0.00763,0.00385,-5.00,0.00,0.00,8.2,102.94,650.61,294.05
1.7241,-0.1505,-0.0452,0.2494,-0.00284,-0.00236,0.00385,-5.00,0.00,0.00,8.3,102.94,650.62,294.01
1.7343,-0.1905,0.0147,0.1194,-0.00484,-0.00236,0.00485,-5.00,0.00,0.00,8.3,102.94,650.62,293.95
1.7444,-0.0305,-0.0152,0.0694,-0.00084,-0.00236,0.00285,-5.00,0.00,0.00,8.4,102.94,650.62,293.91
1.7549,-0.0705,-0.1352,0.2694,0.01915,0.01763,-0.00014,-5.00,0.00,0.00,8.4,102.94,650.62,293.85
1.7648,-0.1505,-0.0052,0.1694,0.00215,0.00663,0.00085,-5.00,0.00,0.00,8.5,102.94,650.62,293.81
1.7748,0.0294,0.1947,-0.1605,0.00415,-0.00536,0.00385,-5.00,0.00,0.00,8.5,102.94,650.63,293.75
1.7849,-0.0405,0.0747,0.0094,0.00915,0.00163,0.00485,-5.00,0.00,0.00,8.6,102.94,650.63,293.71
1.7950,0.0894,-0.3152,0.1694,0.02015,-0.00136,-0.00014,-5.00,0.00,0.00,8.6,102.94,650.63,293.65
1.8054,-0.0005,-0.1452,0.2894,0.01415,0.01063,0.00285,-5.00,0.00,0.00,8.7,102.94,650.63,293.61
1.8152,-0.1005,-0.2552,0.2394,0.00415,0.00663,0.00085,-5.00,0.00,0.00,8.7,102.94,650.63,293.55
1.8257,-0.1105,-0.2452,0.1694,0.00715,0.00463,0.00085,-5.00,0.00,0.00,8.8,102.94,650.63,293.52
1.8357,-0.0705,-0.0352,0.2594,0.00815,0.00463,-0.00014,-5.00,0.00,0.00,8.8,102.94,650.64,293.46
1.8458,-0.2805,0.3847,-0.0005,-0.00884,-0.00136,0.00485,-5.00,0.00,0.00,8.9,102.94,650.64,293.42
1.8561,-0.1205,-0.1952,0.2694,0.00215,0.00163,0.00385,-5.00,0.00,0.00,8.9,102.94,650.64,293.36
1.8665,-0.1105,-0.4552,0.4694,0.02115,0.02063,-0.00214,-5.00,0.00,0.00,9.0,102.94,650.64,293.30
1.8761,-0.0805,0.1747,0.2294,0.00615,0.00163,0.00385,-5.00,0.00,0.00,9.0,102.94,650.64,293.26
1.8865,-0.0105,0.2547,-0.1205,0.01415,-0.00436,0.00285,-5.00,0.00,0.00,9.1,102.94,650.65,293.20
1.8970,-0.3205,-0.0852,0.5394,0.00715,0.01563,0.00385,-5.00,0.00,0.00,9.1,102.94,650.65,293.16
1.9065,0.0294,-0.4052,0.5794,0.01815,0.01363,-0.00614,-5.00,0.00,0.00,9.2,102.94,650.65,293.10
1.9167,-0.0605,0.0647,-0.0605,-0.00484,-0.00836,0.00585,-5.00,0.00,0.00,9.2,102.94,650.65,293.06
1.9271,-0.1405,-0.1352,0.2694,0.01715,0.01063,0.00285,-5.00,0.00,0.00,9.3,102.94,650.65,293.00
1.9370,-0.3305,-0.0852,0.3094,-0.00584,0.00263,0.00285,-5.00,0.00,0.00,9.3,102.94,650.66,292.96
1.9469,-0.2105,-0.0352,0.2294,-0.00284,0.00163,0.00585,-5.00,0.00,0.00,9.4,102.94,650.66,292.90
1.9571,0.0694,-0.1452,0.3794,0.01515,0.00563,0.00285,-5.00,0.00,0.00,9.4,102.94,650.66,292.86
1.9674,-0.2305,0.4247,-0.0105,0.00415,0.00263,0.00885,-5.00,0.00,0.00,9.5,102.94,650.66,292.80
1.9772,-0.0905,0.0847,0.0194,-0.00084,-0.00136,0.00785,-5.00,0.00,0.00,9.5,102.94,650.66,292.76
1.9874,-0.0405,0.0147,0.0994,0.02215,0.01563,-0.00014,-5.00,0.00,0.00,9.6,102.94,650.67,292.70
1.9979,-0.0105,0.2447,-0.0705,0.00715,-0.00436,0.00385,-5.00,0.00,0.00,9.6,102.94,650.67,292.66
2.0075,-0.0205,0.1947,0.0494,0.00415,-0.00736,0.00585,-5.00,0.00,0.00,9.7,102.95,650.67,292.60
2.0178,-0.0305,-0.5952,0.4794,0.00615,0.01063,-0.00414,-5.00,0.00,0.00,9.7,102.95,650.67,292.56
2.0281,-0.1205,0.2447,-0.1005,-0.00084,0.00263,0.00485,-5.00,0.00,0.00,9.8,102.95,650.67,292.50
2.0381,-0.2505,0.0447,0.0394,0.01115,0.01463,0.00485,-5.00,0.00,0.00,9.8,102.95,650.67,292.46
2.0482,0.0294,-0.1052,0.1994,-0.00184,-0.00436,0.00185,-5.00,0.00,0.00,9.9,102.95,650.68,292.40
2.0584,-0.2105,0.2047,0.0294,0.00315,0.00263,0.00685,-5.00,0.00,0.00,10.0,102.95,650.68,292.34
2.0684,-0.0605,-0.2852,0.2194,-0.00484,0.00363,0.00085,-5.00,0.00,0.00,10.0,102.95,650.68,292.30
2.0786,-0.0305,0.0447,-0.2405,0.01115,-0.00336,0.00485,-5.00,0.00,0.00,10.1,102.95,650.68,292.24
2.0888,-0.2705,-0.1052,0.3094,-0.00284,-0.00136,0.00285,-5.00,0.00,0.00,10.1,102.95,650.68,292.20
2.0988,-0.0705,0.0247,0.0594,-0.00084,-0.00236,0.00285,-5.00,0.00,0.00,10.2,102.95,650.69,292.14
