time,fx,fy,fz,tx,ty,tz,vx,vy,vz,travel_mm,pos_x,pos_y,pos_z
0.2057,0.1902,-0.0145,-0.0973,0.00860,-0.01595,-0.00340,-5.00,0.00,0.00,0.7,102.94,645.32,301.60
0.2159,-0.2297,0.3254,0.0726,-0.00839,-0.01495,-0.00140,-5.00,0.00,0.00,0.7,102.94,645.32,301.54
0.2260,-0.0897,0.4054,-0.4373,-0.01439,-0.01095,0.00059,-5.00,0.00,0.00,0.8,102.94,645.32,301.50
0.2365,0.0402,-0.1145,-0.0373,0.03060,0.00604,-0.00040,-5.00,0.00,0.00,0.8,102.94,645.33,301.45
0.2463,0.0202,-0.1545,0.1526,0.02160,0.00404,-0.00540,-5.00,0.00,0.00,0.9,102.94,645.33,301.39
0.2565,0.0402,0.2954,-0.3173,0.01260,-0.00895,0.00059,-5.00,0.00,0.00,0.9,102.94,645.33,301.35
0.2665,0.2102,-0.0345,0.2926,-0.00039,0.00004,-0.00340,-5.00,0.00,0.00,1.0,102.94,645.33,301.29
0.2768,-0.1397,0.2054,0.1126,-0.01739,0.00104,0.00559,-5.00,0.00,0.00,1.0,102.94,645.33,301.25
0.2868,-0.0197,-0.2245,0.2226,0.01460,0.00604,-0.00140,-5.00,0.00,0.00,1.1,102.95,645.34,301.19
0.2972,-0.1197,0.0854,0.0226,0.00660,-0.00095,0.00059,-5.00,0.00,0.00,1.1,102.95,645.34,301.15
0.3070,-0.0997,0.2154,-0.0073,-0.02939,-0.00095,0.00359,-5.00,0.00,0.00,1.2,102.95,645.34,301.09
0.3172,-0.0397,0.0954,-0.2073,-0.01039,-0.00595,0.00059,-5.00,0.00,0.00,1.2,102.95,645.34,301.05
0.3273,0.1402,0.0854,0.0626,0.00860,-0.00895,0.00059,-5.00,0.00,0.00,1.3,102.95,645.34,300.99
0.3374,-0.1197,0.1054,0.1726,0.01660,0.00204,-0.00140,-5.00,0.00,0.00,1.3,102.95,645.35,300.95
0.3474,-0.1597,0.1154,0.4326,0.00760,0.01604,-0.00040,-5.00,0.00,0.00,1.4,102.95,645.35,300.89
0.3574,-0.0897,-0.0645,-0.0673,0.00160,-0.00995,0.00159,-5.00,0.00,0.00,1.4,102.95,645.35,300.85
0.3678,-0.0897,0.5654,-0.1173,-0.01839,-0.01195,-0.00140,-5.00,0.00,0.00,1.5,102.95,645.35,300.79
0.3780,-0.2297,0.0654,0.2826,-0.00839,0.00304,0.00259,-5.00,0.00,0.00,1.5,102.95,645.35,300.75
0.3880,0.0702,-0.1545,0.2826,0.02460,0.01504,-0.00140,-5.00,0.00,0.00,1.6,102.95,645.35,300.69
0.3979,-0.1197,-0.0445,0.5026,0.00560,0.01204,-0.00040,-5.00,0.00,0.00,1.6,102.95,645.36,300.65
0.4082,0.0202,0.4054,0.0726,0.01460,0.00004,0.00559,-5.00,0.00,0.00,1.7,102.95,645.36,300.59
0.4182,0.0002,0.3054,-0.3473,-0.00739,-0.01595,0.00359,-5.00,0.00,0.00,1.8,102.95,645.36,300.53
0.4283,-0.0997,0.1454,0.1326,-0.00839,0.00004,0.00059,-5.00,0.00,0.00,1.8,102.95,645.36,300.49
0.4383,0.0302,0.3554,-0.3073,-0.00439,-0.00595,0.00059,-5.00,0.00,0.00,1.9,102.95,645.36,300.43
0.4486,0.0302,0.3154,-0.2073,-0.00339,-0.01495,0.00559,-5.00,0.00,0.00,1.9,102.95,645.37,300.39
0.4587,-0.0797,0.3454,-0.0573,-0.01139,-0.00595,-0.00140,-5.00,0.00,0.00,2.0,102.95,645.37,300.33
0.4688,0.0102,0.1854,0.0426,-0.01539,-0.00495,0.00159,-5.00,0.00,0.00,2.0,102.95,645.37,300.29
0.4790,0.1402,0.1754,0.2026,0.00560,0.00504,0.00259,-5.00,0.00,0.00,2.1,102.95,645.37,300.23
0.4889,0.0402,0.2354,-0.0873,0.00360,-0.00595,0.00259,-5.00,0.00,0.00,2.1,102.95,645.37,300.19
0.4992,-0.1297,0.0954,0.1126,-0.01039,-0.00495,0.00159,-5.00,0.00,0.00,2.2,102.95,645.38,300.13
0.5092,-0.0497,-0.0745,0.1426,0.00560,-0.00295,-0.00040,-5.00,0.00,0.00,2.2,102.95,645.38,300.09
0.5194,-0.0397,0.0654,0.1826,0.03260,0.01804,-0.00040,-5.00,0.00,0.00,2.3,102.95,645.38,300.03
0.5294,0.1002,0.2554,0.1526,0.00560,-0.00695,0.00059,-5.00,0.00,0.00,2.3,102.95,645.38,299.99
0.5395,-0.0597,0.1854,-0.0773,-0.00939,-0.00695,0.00159,-5.00,0.00,0.00,2.4,102.95,645.38,299.93
0.5496,-0.0797,0.0954,0.1926,-0.01239,-0.00395,0.00459,-5.00,0.00,0.00,2.4,102.95,645.38,299.89
0.5598,0.0602,0.1954,-0.1073,0.00660,-0.00195,0.00159,-5.00,0.00,0.00,2.5,102.95,645.39,299.83
0.5700,-0.1197,0.3954,-0.0273,-0.00939,-0.00495,0.00559,-5.00,0.00,0.00,2.5,102.95,645.39,299.79
0.5801,0.0302,-0.0945,0.1126,0.00160,-0.00095,-0.00340,-5.00,0.00,0.00,2.6,102.95,645.39,299.73
0.5901,-0.0497,0.2654,-0.0073,-0.02039,-0.00195,0.00159,-5.00,0.00,0.00,2.6,102.95,645.39,299.67
0.6007,-0.0397,0.2654,0.3126,-0.01039,0.00804,0.00759,-5.00,0.00,0.00,2.7,102.95,645.39,299.63
0.6105,-0.3197,-0.0745,0.3126,-0.02939,0.00004,-0.00040,-5.00,0.00,0.00,2.7,102.95,645.40,299.57
0.6203,0.1502,0.2454,-0.2173,0.01760,-0.00495,0.00659,-5.00,0.00,0.00,2.8,102.95,645.40,299.53
0.6313,0.0302,0.1654,-0.0473,0.00760,-0.00995,0.00259,-5.00,0.00,0.00,2.8,102.95,645.40,299.47
0.6407,-0.1897,0.1854,-0.2573,-0.00939,-0.01195,0.00459,-5.00,0.00,0.00,2.9,102.95,645.40,299.43
0.6511,-0.0497,0.0754,-0.3273,-0.01039,-0.01595,0.00159,-5.00,0.00,0.00,2.9,102.95,645.40,299.37
0.6613,-0.1397,0.2354,-0.0573,-0.00639,-0.01095,0.00159,-5.00,0.00,0.00,3.0,102.95,645.41,299.33
0.6711,0.2502,0.0954,0.0126,0.00560,-0.00995,0.00659,-5.00,0.00,0.00,3.0,102.95,645.41,299.27
0.6811,0.0202,0.1554,-0.2173,-0.00139,-0.01195,0.00359,-5.00,0.00,0.00,3.1,102.95,645.41,299.23
0.6916,-0.0597,0.0354,0.5026,-0.01439,0.01404,-0.00040,-5.00,0.00,0.00,3.1,102.95,645.41,299.17
0.7028,-0.0197,-0.2645,0.4126,-0.00439,0.00204,-0.00240,-5.00,0.00,0.00,3.2,102.95,645.41,299.11
0.7126,-0.0197,0.2554,0.1426,0.00260,0.00404,0.00459,-5.00,0.00,0.00,3.2,102.95,645.42,299.07
0.7227,-0.2997,0.0954,-0.1573,-0.01639,-0.00495,0.00459,-5.00,0.00,0.00,3.3,102.95,645.42,299.01
0.7326,0.0102,0.3354,-0.0073,0.00360,-0.00695,0.00059,-5.00,0.00,0.00,3.3,102.95,645.42,298.97
0.7425,0.1902,0.0754,0.0326,0.00060,-0.01295,0.00159,-5.00,0.00,0.00,3.4,102.95,645.42,298.91
0.7528,-0.1497,0.0354,-0.0173,-0.00039,-0.00295,-0.00040,-5.00,0.00,0.00,3.4,102.95,645.42,298.87
0.7631,0.0302,0.1154,0.1026,0.00860,0.00504,-0.00040,-5.00,0.00,0.00,3.5,102.95,645.42,298.81
0.7724,-0.2897,0.1854,0.1726,-0.01939,-0.00695,0.00159,-5.00,0.00,0.00,3.5,102.95,645.43,298.77
0.7825,-0.1397,0.0454,-0.2673,-0.01139,-0.01095,-0.00040,-5.00,0.00,0.00,3.6,102.95,645.43,298.71
0.7926,-0.1797,-0.1645,0.1226,0.01360,0.01004,-0.00140,-5.00,0.00,0.00,3.6,102.95,645.43,298.67
0.8027,0.0902,-0.0945,0.0226,0.01060,-0.00495,-0.00140,-5.00,0.00,0.00,3.7,102.95,645.43,298.61
0.8129,-0.0297,-0.0045,0.1626,0.00260,0.00004,0.00259,-5.00,0.00,0.00,3.7,102.95,645.43,298.57
0.8220,0.1702,-0.1645,0.1426,0.00260,-0.00795,-0.00140,-5.00,0.00,0.00,3.8,102.95,645.44,298.53
0.8332,-0.1997,-0.0345,0.0726,-0.01239,-0.00495,0.00359,-5.00,0.00,0.00,3.8,102.95,645.44,298.47
0.8435,-0.1097,0.4254,-0.2673,-0.02339,-0.01095,0.00259,-5.00,0.00,0.00,3.9,102.96,645.44,298.41
0.8533,-0.0797,0.2154,0.0026,-0.01339,-0.00095,0.00059,-5.00,0.00,0.00,3.9,102.96,645.44,298.37
0.8638,-0.0297,-0.0045,0.1026,-0.01139,-0.00595,0.00659,-5.00,0.00,0.00,4.0,102.96,645.44,298.31
0.8736,0.0202,0.1554,-0.0273,0.00360,-0.00095,0.00159,-5.00,0.00,0.00,4.0,102.96,645.45,298.27
0.8839,-0.0297,0.1454,0.1726,0.01160,0.00804,0.00059,-5.00,0.00,0.00,4.1,102.96,645.45,298.21
0.8939,-0.1097,-0.0145,0.0026,0.00760,0.00104,-0.00040,-5.00,0.00,0.00,4.1,102.96,645.45,298.17
0.9040,0.2302,0.1154,0.1326,0.00560,-0.01195,0.00159,-5.00,0.00,0.00,4.2,102.96,645.45,298.11
0.9141,-0.2397,0.0154,0.4026,-0.00439,-0.00295,0.00259,-5.00,0.00,0.00,4.2,102.96,645.45,298.05
0.9242,0.0902,-0.1145,-0.0173,0.01360,-0.00495,-0.00040,-5.00,0.00,0.00,4.3,102.96,645.45,298.01
0.9346,0.2202,0.1354,0.0926,0.01160,-0.00595,0.00159,-5.00,0.00,0.00,4.3,102.96,645.46,297.95
0.9447,0.1902,0.0054,-0.0873,0.01360,-0.00895,-0.00040,-5.00,0.00,0.00,4.4,102.96,645.46,297.91
0.9545,-0.1097,0.0754,0.0626,0.00060,0.00204,0.00159,-5.00,0.00,0.00,4.4,102.96,645.46,297.85
0.9649,-0.0197,0.4554,-0.2273,-0.00639,-0.00895,0.00659,-5.00,0.00,0.00,4.5,102.96,645.46,297.81
0.9750,-0.0997,0.2454,-0.0273,-0.01539,-0.00495,0.00059,-5.00,0.00,0.00,4.5,102.96,645.46,297.75
0.9850,-0.0897,-0.0445,0.2326,0.00660,0.01304,0.00259,-5.00,0.00,0.00,4.6,102.96,645.47,297.71
0.9950,-0.0297,0.1454,-0.0473,-0.00839,0.00004,0.00259,-5.00,0.00,0.00,4.6,102.96,645.47,297.65
1.0053,-0.2197,0.0454,0.0526,-0.00439,0.00404,0.00159,-5.00,0.00,0.00,4.7,102.96,645.47,297.61
1.0153,-0.1597,0.0954,0.0026,0.00460,0.00604,0.00459,-5.00,0.00,0.00,4.7,102.96,645.47,297.55
1.0255,0.0302,0.3654,0.0726,-0.01439,-0.01295,0.00759,-5.00,0.00,0.00,4.8,102.96,645.47,297.51
1.0355,-0.0797,-0.0145,0.1026,-0.00339,-0.00295,0.00259,-5.00,0.00,0.00,4.8,102.96,645.48,297.45
1.0456,-0.1897,-0.2045,0.2526,-0.00939,-0.00195,-0.00040,-5.00,0.00,0.00,4.9,102.96,645.48,297.41
1.0556,0.1402,0.3254,-0.3573,0.00260,-0.01595,0.00159,-5.00,0.00,0.00,4.9,102.96,645.48,297.35
1.0660,-0.0997,-0.1645,0.1326,0.00860,0.00204,0.00259,-5.00,0.00,0.00,5.0,102.96,645.48,297.31
1.0762,-0.0297,0.3054,0.0226,-0.00639,-0.00295,0.00359,-5.00,0.00,0.00,5.0,102.96,645.48,297.25
1.0862,-0.0797,0.3754,-0.1773,0.00560,-0.00895,0.00859,-5.00,0.00,0.00,5.1,102.96,645.49,297.19
1.0962,-0.2097,0.1554,0.1026,-0.01739,0.00004,0.00359,-5.00,0.00,0.00,5.1,102.96,645.49,297.15
1.1063,0.1002,0.2554,-0.0973,0.00260,-0.01195,0.00459,-5.00,0.00,0.00,5.2,102.96,645.49,297.09
1.1165,-0.1397,0.1354,0.2526,0.00060,0.00604,0.00559,-5.00,0.00,0.00,5.2,102.96,645.49,297.05
1.1267,0.0002,-0.2545,-0.0373,0.01460,0.00404,0.00059,-5.00,0.00,0.00,5.3,102.96,645.49,296.99
1.1371,-0.0797,0.2154,-0.1573,-0.00739,-0.00695,0.00459,-5.00,0.00,0.00,5.3,102.96,645.49,296.95
1.1470,0.0302,0.1254,0.2226,-0.00339,-0.00195,-0.00140,-5.00,0.00,0.00,5.4,102.96,645.50,296.89
1.1572,-0.0997,0.2754,-0.2573,0.00360,0.00204,0.00659,-5.00,0.00,0.00,5.4,102.96,645.50,296.85
1.1672,-0.1697,0.2554,-0.0473,-0.01039,0.00104,0.00159,-5.00,0.00,0.00,5.5,102.96,645.50,296.79
1.1772,0.1002,0.1954,0.1526,0.00060,-0.00695,0.00059,-5.00,0.00,0.00,5.5,102.96,645.50,296.75
1.1873,-0.0997,-0.0945,0.3126,-0.01339,-0.00095,0.00259,-5.00,0.00,0.00,5.6,102.96,645.50,296.69
1.1977,0.2002,0.5054,-0.1073,0.01260,-0.00795,0.00559,-5.00,0.00,0.00,5.6,102.96,645.51,296.65
1.2076,-0.0697,0.1454,-0.1673,0.00260,-0.01395,0.00659,-5.00,0.00,0.00,5.7,102.96,645.51,296.59
1.2177,-0.0897,0.2154,-0.1273,-0.00039,-0.00795,0.00259,-5.00,0.00,0.00,5.7,102.96,645.51,296.55
1.2278,0.0502,0.1954,0.0126,0.00460,-0.00195,0.00259,-5.00,0.00,0.00,5.8,102.96,645.51,296.49
1.2383,0.0902,0.0454,0.0526,0.00060,-0.00295,0.00059,-5.00,0.00,0.00,5.8,102.96,645.51,296.43
1.2483,-0.1897,0.2754,0.0426,0.00360,0.00504,0.00259,-5.00,0.00,0.00,5.9,102.96,645.52,296.39
1.2585,-0.1997,0.6054,-0.2273,-0.01339,-0.00495,0.00759,-5.00,0.00,0.00,5.9,102.96,645.52,296.33
1.2688,0.0102,0.1154,0.0026,-0.01339,-0.01095,0.00559,-5.00,0.00,0.00,6.0,102.96,645.52,296.29
1.2786,-0.1097,0.0254,0.1126,0.00560,0.00704,0.00259,-5.00,0.00,0.00,6.0,102.96,645.52,296.23
1.2888,0.0402,-0.0145,0.2426,0.00560,0.00304,0.00259,-5.00,0.00,0.00,6.1,102.96,645.52,296.19
1.2990,0.1402,0.0054,0.1926,0.01160,-0.00195,0.00159,-5.00,0.00,0.00,6.1,102.96,645.52,296.13
1.3088,-0.0897,0.0354,-0.0673,0.00960,-0.00595,0.00659,-5.00,0.00,0.00,6.2,102.96,645.53,296.09
1.3193,-0.1597,0.2354,-0.0473,0.00060,-0.00095,0.00159,-5.00,0.00,0.00,6.2,102.96,645.53,296.03
1.3291,0.0602,0.3354,-0.2273,-0.00539,-0.01895,0.00459,-5.00,0.00,0.00,6.3,102.96,645.53,295.99
1.3398,-0.1297,0.0554,0.1726,-0.00039,0.00304,0.00159,-5.00,0.00,0.00,6.3,102.96,645.53,295.93
1.3493,0.0302,0.4154,-0.0973,-0.00339,-0.01295,0.00359,-5.00,0.00,0.00,6.4,102.96,645.53,295.89
1.3595,0.0102,0.0554,0.1826,0.00460,0.00704,0.00359,-5.00,0.00,0.00,6.4,102.96,645.54,295.83
1.3698,-0.0397,-0.3945,0.5326,-0.00539,-0.00495,0.00159,-5.00,0.00,0.00,6.5,102.96,645.54,295.79
1.3800,-0.1897,0.0654,0.0726,-0.02239,-0.01195,0.00459,-5.00,0.00,0.00,6.5,102.96,645.54,295.73
1.3899,0.0802,0.0954,0.0926,0.00460,-0.00295,0.00259,-5.00,0.00,0.00,6.6,102.96,645.54,295.69
1.4002,0.0602,-0.0045,0.2226,0.00760,0.00304,0.00559,-5.00,0.00,0.00,6.6,102.96,645.54,295.63
1.4102,0.1202,0.2154,-0.1773,-0.00039,-0.00495,0.00159,-5.00,0.00,0.00,6.7,102.97,645.54,295.59
1.4207,0.0602,0.0454,0.1126,0.01160,0.00304,0.00359,-5.00,0.00,0.00,6.7,102.97,645.55,295.53
1.4306,0.0602,0.3254,-0.1373,-0.00439,-0.01595,0.00459,-5.00,0.00,0.00,6.8,102.97,645.55,295.47
1.4409,0.0802,0.1554,-0.1673,0.01760,0.00004,-0.00040,-5.00,0.00,0.00,6.8,102.97,645.55,295.43
1.4509,-0.0797,0.0454,0.0626,0.00660,0.00804,0.00459,-5.00,0.00,0.00,6.9,102.97,645.55,295.37
1.4609,-0.0497,0.3054,0.0626,0.01160,0.00104,0.00359,-5.00,0.00,0.00,6.9,102.97,645.55,295.33
1.4714,-0.1197,-0.0945,0.4026,-0.00439,0.00404,0.00059,-5.00,0.00,0.00,7.0,102.97,645.56,295.27
1.4813,0.1402,0.0454,-0.0573,0.00760,-0.00695,0.00259,-5.00,0.00,0.00,7.0,102.97,645.56,295.23
1.4913,-0.3697,-0.1945,0.4926,0.00260,0.01504,0.00259,-5.00,0.00,0.00,7.1,102.97,645.56,295.17
1.5014,-0.1697,-0.1545,0.0726,-0.00039,-0.00095,0.00259,-5.00,0.00,0.00,7.1,102.97,645.56,295.13
1.5114,0.0002,0.1554,0.0926,-0.00339,-0.00195,0.00359,-5.00,0.00,0.00,7.2,102.97,645.56,295.07
1.5217,-0.0397,-0.1545,0.4626,-0.00439,0.00204,0.00159,-5.00,0.00,0.00,7.2,102.97,645.57,295.03
1.5322,-0.1197,0.8454,-0.1573,-0.01539,-0.01295,0.00759,-5.00,0.00,0.00,7.3,102.97,645.57,294.97
1.5419,0.0202,0.2354,-0.0873,0.00360,-0.00495,0.00559,-5.00,0.00,0.00,7.3,102.97,645.57,294.93
1.5520,-0.0197,0.2354,0.0026,-0.01139,-0.00295,0.00659,-5.00,0.00,0.00,7.4,102.97,645.57,294.87
1.5620,0.1002,0.0654,0.0326,0.00860,0.00304,0.00359,-5.00,0.00,0.00,7.4,102.97,645.57,294.83
1.5724,-0.1897,-0.1845,0.4226,-0.00339,0.00604,0.00159,-5.00,0.00,0.00,7.5,102.97,645.58,294.77
1.5824,0.0302,0.1754,-0.1773,-0.01239,-0.01895,0.00759,-5.00,0.00,0.00,7.6,102.97,645.58,294.71
1.5925,0.0002,0.1554,0.0926,-0.01339,-0.01595,0.00259,-5.00,0.00,0.00,7.6,102.97,645.58,294.67
1.6028,-0.0997,0.3454,-0.0073,0.00160,0.00204,0.00659,-5.00,0.00,0.00,7.7,102.97,645.58,294.61
1.6127,0.1002,-0.0945,0.2926,0.00360,-0.00395,0.00259,-5.00,0.00,0.00,7.7,102.97,645.58,294.57
1.6223,-0.1297,-0.0245,0.0326,-0.00539,-0.00895,0.00359,-5.00,0.00,0.00,7.8,102.97,645.59,294.51
1.6334,-0.2497,0.1954,-0.0973,-0.00939,-0.00195,0.00659,-5.00,0.00,0.00,7.8,102.97,645.59,294.47
1.6431,-0.1597,0.0354,-0.0773,-0.01939,-0.01495,0.00059,-5.00,0.00,0.00,7.9,102.97,645.59,294.41
1.6533,0.1102,0.3354,0.1326,0.00060,-0.00895,0.00459,-5.00,0.00,0.00,7.9,102.97,645.59,294.37
1.6634,-0.0097,-0.0045,0.4326,0.00860,0.00704,0.00259,-5.00,0.00,0.00,8.0,102.97,645.59,294.31
1.6733,-0.2197,0.2654,0.0426,-0.02739,-0.00695,0.00759,-5.00,0.00,0.00,8.0,102.97,645.59,294.27
1.6836,-0.0397,0.2654,0.1126,0.02160,0.01204,0.00359,-5.00,0.00,0.00,8.1,102.97,645.60,294.21
1.6937,0.0202,0.0154,-0.1673,0.00460,-0.01295,0.00259,-5.00,0.00,0.00,8.1,102.97,645.60,294.17
1.7043,-0.0597,-0.1245,0.1126,-0.00039,-0.00195,0.00359,-5.00,0.00,0.00,8.2,102.97,645.60,294.11
1.7141,-0.0597,-0.1145,0.2926,0.00560,0.00304,0.00159,-5.00,0.00,0.00,8.2,102.97,645.60,294.07
1.7240,-0.1097,0.2454,-0.0773,-0.01439,-0.01095,0.00359,-5.00,0.00,0.00,8.3,102.97,645.60,294.01
1.7344,-0.2297,0.1454,-0.1673,-0.00739,0.00204,0.00459,-5.00,0.00,0.00,8.3,102.97,645.61,293.95
1.7443,0.1302,0.1654,0.2226,-0.00039,-0.00895,0.00259,-5.00,0.00,0.00,8.4,102.97,645.61,293.91
1.7545,0.0602,0.1554,0.1126,0.02160,0.00504,0.00259,-5.00,0.00,0.00,8.4,102.97,645.61,293.85
1.7645,0.1302,0.0554,0.1426,0.00360,-0.00395,0.00059,-5.00,0.00,0.00,8.5,102.97,645.61,293.81
1.7745,-0.0397,0.0554,0.3126,0.01060,0.00304,0.00459,-5.00,0.00,0.00,8.5,102.97,645.61,293.75
1.7848,-0.0097,0.1554,0.2226,0.00160,0.00304,0.00159,-5.00,0.00,0.00,8.6,102.97,645.62,293.71
1.7950,-0.0497,0.3854,-0.0473,-0.01839,-0.00795,0.00959,-5.00,0.00,0.00,8.6,102.97,645.62,293.65
1.8049,0.1002,0.2754,0.1626,-0.00639,0.00304,0.00459,-5.00,0.00,0.00,8.7,102.97,645.62,293.61
1.8153,0.0602,0.0154,-0.0073,0.00860,-0.00795,0.00359,-5.00,0.00,0.00,8.7,102.97,645.62,293.55
1.8251,0.0502,-0.0045,-0.0273,-0.00139,-0.00695,0.00259,-5.00,0.00,0.00,8.8,102.97,645.62,293.51
1.8353,-0.0597,0.2854,0.3126,-0.00039,-0.00495,0.00359,-5.00,0.00,0.00,8.8,102.97,645.62,293.45
1.8456,-0.0497,0.0254,0.2226,0.00260,-0.01095,0.00659,-5.00,0.00,0.00,8.9,102.97,645.63,293.41
1.8557,0.0102,0.1154,-0.1173,0.00160,-0.00995,0.00159,-5.00,0.00,0.00,8.9,102.97,645.63,293.35
1.8658,-0.1097,0.0954,-0.0573,0.01460,-0.00695,0.00459,-5.00,0.00,0.00,9.0,102.97,645.63,293.31
1.8757,0.1102,0.0754,0.1726,0.01360,-0.01195,0.00259,-5.00,0.00,0.00,9.0,102.97,645.63,293.25
1.8860,-0.1597,0.1554,0.1426,0.01160,0.01304,0.00759,-5.00,0.00,0.00,9.1,102.97,645.63,293.21
1.8962,-0.0197,0.1454,0.2826,0.01160,0.00804,0.00559,-5.00,0.00,0.00,9.1,102.97,645.64,293.15
1.9064,-0.1797,-0.0645,0.1626,-0.00439,-0.00495,0.00159,-5.00,0.00,0.00,9.2,102.97,645.64,293.11
1.9163,0.1802,-0.0045,0.1826,-0.01439,-0.01695,0.00059,-5.00,0.00,0.00,9.2,102.97,645.64,293.05
1.9264,0.0402,0.1654,0.0326,0.01260,0.00004,0.00759,-5.00,0.00,0.00,9.3,102.97,645.64,292.99
1.9366,-0.0697,0.3054,-0.1173,-0.01439,-0.01895,0.00259,-5.00,0.00,0.00,9.3,102.97,645.64,292.95
1.9466,0.0102,0.0054,0.1526,0.00460,0.00004,0.00259,-5.00,0.00,0.00,9.4,102.97,645.65,292.89
1.9567,0.0802,-0.1145,0.2426,-0.00039,-0.00295,-0.00040,-5.00,0.00,0.00,9.4,102.97,645.65,292.85
1.9672,-0.0797,0.1454,-0.1273,-0.00839,-0.01095,0.00359,-5.00,0.00,0.00,9.5,102.97,645.65,292.79
1.9771,-0.0597,0.3354,-0.2473,-0.00839,-0.01095,0.00359,-5.00,0.00,0.00,9.5,102.97,645.65,292.75
1.9875,-0.0197,0.1254,0.0526,0.00860,0.00004,-0.00040,-5.00,0.00,0.00,9.6,102.98,645.65,292.69
1.9972,-0.0197,0.5154,-0.1373,0.01060,-0.00695,0.00259,-5.00,0.00,0.00,9.6,102.98,645.65,292.65
2.0073,0.0902,0.1054,-0.1573,0.01460,-0.00295,0.00559,-5.00,0.00,0.00,9.7,102.98,645.66,292.59
2.0177,0.0202,0.0054,0.1326,0.00160,-0.00595,0.00259,-5.00,0.00,0.00,9.7,102.98,645.66,292.55
2.0276,0.0402,-0.1545,0.2426,0.00060,0.00104,0.00459,-5.00,0.00,0.00,9.8,102.98,645.66,292.49
2.0378,-0.1797,0.3554,-0.0673,-0.00739,-0.00995,0.00959,-5.00,0.00,0.00,9.8,102.98,645.66,292.45
2.0479,0.0202,-0.2045,0.3526,-0.00039,-0.00495,0.00259,-5.00,0.00,0.00,9.9,102.98,645.66,292.39
2.0579,0.1202,0.1454,0.1726,-0.00839,-0.00995,0.00659,-5.00,0.00,0.00,9.9,102.98,645.67,292.35
2.0682,-0.0897,0.1354,-0.1173,-0.00139,0.00404,0.00559,-5.00,0.00,0.00,10.0,102.98,645.67,292.29
2.0782,0.1802,-0.3345,0.2526,0.01060,0.00604,0.00059,-5.00,0.00,0.00,10.0,102.98,645.67,292.23
2.0883,-0.0697,0.2554,0.0526,-0.00339,-0.01595,0.00259,-5.00,0.00,0.00,10.1,102.98,645.67,292.19
2.0988,-0.0197,0.2054,-0.2773,0.00360,-0.00995,0.00459,-5.00,0.00,0.00,10.1,102.98,645.67,292.13
