time,fx,fy,fz,tx,ty,tz,vx,vy,vz,travel_mm,pos_x,pos_y,pos_z,phase
0.0000,0.0071,-0.0608,-0.1252,-0.00137,0.00285,-0.00038,-5.00,0.00,0.00,0.0,125.58,633.28,302.38,DESCEND
0.0101,-0.2428,0.2691,-0.2752,-0.02837,-0.01514,0.00161,-5.00,0.00,0.00,0.0,125.58,633.28,302.38,DESCEND
0.0202,-0.1528,0.2491,-0.2652,-0.00637,0.00485,0.00461,-5.00,0.00,0.00,0.0,125.58,633.28,302.37,DESCEND
0.0303,-0.3228,0.0491,-0.0952,-0.02737,-0.01314,0.00061,-5.00,0.00,0.00,0.0,125.58,633.28,302.36,DESCEND
0.0404,0.1771,-0.1008,-0.0952,0.00362,-0.00314,-0.00538,-5.00,0.00,0.00,0.0,125.58,633.29,302.35,DESCEND
0.0505,0.0471,0.0391,0.2547,-0.00437,0.00585,-0.00138,-5.00,0.00,0.00,0.0,125.58,633.29,302.33,DESCEND
0.0606,-0.1628,0.1791,-0.2052,-0.02037,-0.00114,-0.00238,-5.00,0.00,0.00,0.1,125.58,633.29,302.31,DESCEND
0.0707,-0.3528,-0.1408,0.0547,-0.02337,0.00285,-0.00038,-5.00,0.00,0.00,0.1,125.58,633.29,302.29,DESCEND
0.0808,-0.1928,0.2091,-0.0352,-0.02737,-0.01214,0.00461,-5.00,0.00,0.00,0.1,125.58,633.29,302.26,DESCEND
0.0910,-0.1028,-0.0108,-0.2352,-0.01437,-0.00514,0.00061,-5.00,0.00,0.00,0.1,125.58,633.29,302.23,DESCEND
0.1011,-0.2128,0.0791,-0.1952,-0.00237,0.00585,-0.00138,-5.00,0.00,0.00,0.2,125.58,633.29,302.19,DESCEND
0.1112,-0.1728,0.1491,-0.1152,-0.00037,-0.00014,0.00161,-5.00,0.00,0.00,0.2,125.58,633.29,302.16,DESCEND
0.1212,-0.1028,0.2091,-0.4252,0.00762,-0.00314,0.00261,-5.00,0.00,0.00,0.3,125.58,633.29,302.11,DESCEND
0.1313,0.0071,0.0591,0.0647,-0.00637,-0.00114,0.00161,-5.00,0.00,0.00,0.3,125.58,633.30,302.07,DESCEND
0.1414,-0.1228,0.0591,-0.0852,-0.02437,-0.00814,0.00161,-5.00,0.00,0.00,0.4,125.58,633.30,302.01,DESCEND
0.1516,0.0171,0.4291,-0.2852,-0.00937,-0.00514,0.00361,-5.00,0.00,0.00,0.4,125.58,633.30,301.97,DESCEND
0.1617,0.0971,-0.3208,0.2247,-0.00237,0.01685,-0.00438,-5.00,0.00,0.00,0.5,125.58,633.30,301.91,DESCEND
