time,fx,fy,fz,tx,ty,tz,vx,vy,vz,travel_mm,pos_x,pos_y,pos_z,phase
0.0001,0.1553,-0.0081,0.0336,0.00787,0.01114,-0.00037,-5.00,0.00,0.00,0.0,103.00,650.29,302.32,DESCEND
0.0102,0.1253,0.1318,-0.1063,0.00687,0.00414,-0.00237,-5.00,0.00,0.00,0.0,103.00,650.29,302.32,DESCEND
0.0203,0.1153,-0.0881,-0.0363,0.01587,0.00514,-0.00137,-5.00,0.00,0.00,0.0,103.00,650.29,302.31,DESCEND
0.0304,0.0953,0.3118,-0.3763,-0.01112,-0.01485,-0.00037,-5.00,0.00,0.00,0.0,103.00,650.29,302.30,DESCEND
0.0405,0.1253,-0.0681,0.0736,0.01387,0.00514,-0.00137,-5.00,0.00,0.00,0.0,103.00,650.29,302.29,DESCEND
0.0506,-0.0746,0.0118,-0.1363,-0.02312,-0.00885,0.00162,-5.00,0.00,0.00,0.0,103.00,650.29,302.27,DESCEND
0.0607,0.0853,0.0118,-0.3563,-0.00512,-0.00785,-0.00137,-5.00,0.00,0.00,0.1,103.00,650.29,302.25,DESCEND
0.0708,0.0453,-0.4181,0.1436,-0.01312,-0.00485,-0.00637,-5.00,0.00,0.00,0.1,103.00,650.29,302.23,DESCEND
0.0809,-0.1146,0.1118,-0.3663,-0.00412,-0.00285,0.00062,-5.00,0.00,0.00,0.1,103.00,650.29,302.20,DESCEND
0.0911,-0.0546,0.0118,-0.0963,-0.00012,0.00314,-0.00037,-5.00,0.00,0.00,0.2,103.00,650.29,302.16,DESCEND
0.1012,0.1953,-0.1381,-0.3163,-0.00012,-0.00485,-0.00037,-5.00,0.00,0.00,0.2,103.00,650.29,302.13,DESCEND
0.1113,0.1753,-0.0481,-0.3763,0.00287,-0.00585,-0.00337,-5.00,0.00,0.00,0.2,103.00,650.30,302.08,DESCEND
0.1214,0.1653,-0.5181,0.2136,0.00987,0.00514,-0.00437,-5.00,0.00,0.00,0.3,103.00,650.30,302.05,DESCEND
0.1316,-0.0646,-0.0181,-0.1063,0.00787,0.01414,0.00162,-5.00,0.00,0.00,0.3,103.00,650.30,301.99,DESCEND
0.1418,0.0453,0.1818,-0.2563,-0.00612,0.00414,0.00162,-5.00,0.00,0.00,0.4,103.00,650.30,301.95,DESCEND
