time,fx,fy,fz,tx,ty,tz,vx,vy,vz,travel_mm,pos_x,pos_y,pos_z,phase
0.0000,0.0563,-0.3884,0.2466,0.00927,-0.00016,-0.00388,-5.00,0.00,0.00,0.0,125.50,633.26,302.42,DESCEND
0.0101,-0.0836,0.1215,-0.1133,0.00627,0.00183,0.00411,-5.00,0.00,0.00,0.0,125.50,633.26,302.42,DESCEND
0.0202,0.0263,-0.3384,0.3866,0.02727,0.01383,-0.00088,-5.00,0.00,0.00,0.0,125.50,633.26,302.41,DESCEND
0.0303,-0.0936,0.2815,-0.3433,-0.01272,-0.01016,0.00611,-5.00,0.00,0.00,0.0,125.50,633.26,302.41,DESCEND
0.0405,-0.0336,0.3215,-0.1233,-0.00772,-0.00516,0.00511,-5.00,0.00,0.00,0.0,125.50,633.26,302.39,DESCEND
0.0506,-0.0036,0.1015,0.1566,-0.01472,0.00183,0.00611,-5.00,0.00,0.00,0.0,125.50,633.26,302.38,DESCEND
0.0607,-0.0336,0.2515,-0.2033,-0.00072,-0.00316,0.00111,-5.00,0.00,0.00,0.1,125.50,633.26,302.35,DESCEND
0.0708,0.0263,-0.1684,0.1966,-0.00672,-0.00116,-0.00188,-5.00,0.00,0.00,0.1,125.50,633.27,302.34,DESCEND
0.0810,-0.0836,0.2615,-0.3033,0.00427,0.00183,0.00311,-5.00,0.00,0.00,0.1,125.50,633.27,302.30,DESCEND
0.0911,0.0863,0.2915,-0.2233,0.00427,-0.00016,0.00311,-5.00,0.00,0.00,0.1,125.50,633.27,302.28,DESCEND
0.1012,-0.0536,-0.1884,0.2366,0.00927,0.00683,0.00211,-5.00,0.00,0.00,0.2,125.50,633.27,302.24,DESCEND
0.1114,-0.0236,-0.2484,-0.1133,0.00927,-0.00016,0.00011,-5.00,0.00,0.00,0.2,125.50,633.27,302.19,DESCEND
0.1215,0.1563,-0.2484,0.1366,0.02727,0.00383,0.00211,-5.00,0.00,0.00,0.3,125.50,633.27,302.15,DESCEND
0.1317,-0.1336,-0.1184,0.1166,-0.00772,-0.00116,0.00211,-5.00,0.00,0.00,0.3,125.50,633.27,302.10,DESCEND
0.1418,-0.1736,-0.0584,0.4666,-0.00872,0.01483,-0.00088,-5.00,0.00,0.00,0.4,125.50,633.28,302.06,DESCEND
0.1519,0.1363,0.0615,0.1266,0.00827,0.01183,0.00211,-5.00,0.00,0.00,0.4,125.50,633.28,301.99,DESCEND
0.1620,0.2363,-0.0684,0.0266,0.00327,0.00383,0.00311,-5.00,0.00,0.00,0.5,125.50,633.28,301.95,DESCEND
0.1721,0.1463,0.1415,-0.0333,-0.00372,0.00583,0.00411,-5.00,0.00,0.00,0.5,125.50,633.28,301.89,DESCEND
0.1823,0.2263,-0.4684,0.2566,0.00827,0.00983,0.00111,-5.00,0.00,0.00,0.6,125.50,633.28,301.85,DESCEND
0.1924,-0.2036,0.3515,-0.3933,-0.00472,0.00083,0.00311,-5.00,0.00,0.00,0.6,125.50,633.29,301.79,DESCEND
0.2025,-0.0436,0.0215,-0.2333,0.00727,-0.00016,0.00311,-5.00,0.00,0.00,0.7,125.50,633.29,301.75,DESCEND
0.2126,-0.0836,0.1015,0.0166,0.01127,-0.00516,0.00711,-5.00,0.00,0.00,0.7,125.50,633.29,301.69,DESCEND
0.2227,-0.2736,0.1515,0.0666,-0.00672,-0.00416,0.00411,-5.00,0.00,0.00,0.8,125.50,633.29,301.65,DESCEND
0.2329,0.0263,-0.2284,0.1666,0.01327,0.00183,0.00111,-5.00,0.00,0.00,0.8,125.50,633.29,301.60,DESCEND
0.2431,-0.0936,-0.4184,0.2966,0.01027,0.01183,0.00211,-5.00,0.00,0.00,0.9,125.50,633.29,301.56,DESCEND
0.2532,0.0163,-0.3984,0.5066,0.01027,0.01183,0.00011,-5.00,0.00,0.00,0.9,125.50,633.30,301.50,DESCEND
0.2633,-0.0536,0.1615,-0.1733,0.01527,0.00483,0.00711,-5.00,0.00,0.00,1.0,125.50,633.30,301.46,DESCEND
0.2734,-0.0336,-0.0884,0.2666,0.00327,0.01283,0.00311,-5.00,0.00,0.00,1.0,125.50,633.30,301.40,DESCEND
0.2835,0.2763,0.1615,0.3566,0.01127,0.01583,0.00211,-5.00,0.00,0.00,1.1,125.50,633.30,301.34,DESCEND
0.2937,0.0763,-0.0784,-0.0133,0.00527,0.01483,0.00211,-5.00,0.00,0.00,1.1,125.50,633.30,301.30,DESCEND
0.3038,0.1663,-0.0084,-0.0433,0.00927,0.00183,0.00111,-5.00,0.00,0.00,1.2,125.50,633.31,301.24,DESCEND
0.3139,-0.0236,-0.2384,0.2966,-0.00472,0.00383,-0.00188,-5.00,0.00,0.00,1.2,125.50,633.31,301.20,DESCEND
0.3240,-0.0536,0.1815,-0.0333,-0.00572,-0.00516,0.00311,-5.00,0.00,0.00,1.3,125.50,633.31,301.14,DESCEND
0.3342,-0.1436,0.1715,0.0566,-0.00172,0.00083,0.00011,-5.00,0.00,0.00,1.3,125.50,633.31,301.10,DESCEND
