time,fx,fy,fz,tx,ty,tz,vx,vy,vz,travel_mm,pos_x,pos_y,pos_z,phase
0.0000,0.0933,0.1514,-0.2304,0.00161,-0.00529,0.00149,-5.00,0.00,0.00,0.0,125.52,633.28,302.44,DESCEND
0.0102,0.2533,-0.4585,0.4395,0.00561,-0.00129,-0.00650,-5.00,0.00,0.00,0.0,125.52,633.28,302.44,DESCEND
0.0203,0.1433,-0.1885,0.1595,-0.01938,-0.01429,-0.00650,-5.00,0.00,0.00,0.0,125.52,633.28,302.43,DESCEND
0.0304,0.1433,-0.2285,0.2295,-0.00938,-0.00529,-0.00350,-5.00,0.00,0.00,0.0,125.52,633.28,302.42,DESCEND
0.0405,0.0633,0.0914,0.1795,-0.02338,-0.00629,-0.00250,-5.00,0.00,0.00,0.0,125.52,633.29,302.41,DESCEND
0.0506,0.2333,0.3214,0.2895,0.00761,0.00470,0.00049,-5.00,0.00,0.00,0.0,125.52,633.29,302.39,DESCEND
0.0607,0.2733,-0.1485,0.1295,-0.00638,-0.00929,-0.00150,-5.00,0.00,0.00,0.1,125.52,633.29,302.37,DESCEND
0.0709,0.1733,-0.0985,-0.1304,0.00561,-0.00829,-0.00050,-5.00,0.00,0.00,0.1,125.52,633.29,302.34,DESCEND
0.0810,0.2033,-0.1485,0.3395,-0.00938,-0.01429,-0.00050,-5.00,0.00,0.00,0.1,125.52,633.29,302.31,DESCEND
0.0911,0.2433,-0.2385,-0.0604,0.01261,-0.00229,0.00149,-5.00,0.00,0.00,0.2,125.52,633.29,302.28,DESCEND
0.1012,0.1633,-0.3785,0.4695,-0.00338,0.00370,-0.00350,-5.00,0.00,0.00,0.2,125.52,633.29,302.25,DESCEND
0.1113,0.0733,-0.3185,0.3795,-0.01038,0.00770,-0.00350,-5.00,0.00,0.00,0.2,125.52,633.29,302.20,DESCEND
0.1214,0.2333,-0.0885,0.0895,0.00161,-0.00529,-0.00050,-5.00,0.00,0.00,0.3,125.52,633.29,302.16,DESCEND
0.1315,0.1333,0.2214,0.0195,-0.01638,-0.00429,-0.00150,-5.00,0.00,0.00,0.3,125.52,633.30,302.11,DESCEND
0.1417,0.1933,0.1114,0.0095,0.01161,-0.00229,0.00249,-5.00,0.00,0.00,0.4,125.52,633.30,302.07,DESCEND
0.1518,0.2733,0.1214,-0.1504,0.01061,0.00870,-0.00250,-5.00,0.00,0.00,0.4,125.52,633.30,302.01,DESCEND
0.1619,0.3033,0.0614,0.0095,0.01161,0.00670,-0.00150,-5.00,0.00,0.00,0.5,125.52,633.30,301.97,DESCEND
